feature_set,model,repeat,fold,rmse,mae,r2,n,rmse_hard
curated,mlp,2,4,41.32767569472437,16.90804479707102,0.8884180014122247,317.0,81.73198310572788
curated,ridge,0,0,36.671896083130385,20.685553898242798,0.9242666608761009,318.0,79.6829151086548
curated,ridge,0,1,38.147592072300775,21.540590873175482,0.9068316665095095,317.0,70.0733796070667
curated,ridge,0,2,37.64256030195522,21.413672543356565,0.8968692286791129,317.0,72.7543320684439
curated,ridge,0,3,32.95056990398297,19.1539739965374,0.9064568050670265,317.0,73.94169410770036
curated,ridge,0,4,44.54100535943141,24.35086293820847,0.9037434190224323,317.0,90.68440394146842
curated,ridge,1,0,38.16325420571349,21.437197155509274,0.9215409616944912,318.0,79.43001430122666
curated,ridge,1,1,39.56567104504031,21.707503436476674,0.8923211610375252,317.0,77.58136478048823
curated,ridge,1,2,37.02975320464458,21.042426475809908,0.9080754126957487,317.0,71.56752771974176
curated,ridge,1,3,38.68227353916079,21.73292193509726,0.9190201624319059,317.0,85.01922759303206
curated,ridge,1,4,33.25667280289744,19.715221043843954,0.9149992242248977,317.0,69.58122158218524
curated,ridge,2,0,40.17775558878493,22.266935144165302,0.8979191968451213,318.0,82.93159076734882
curated,ridge,2,1,37.687685133637,21.438441466715474,0.8978757025467365,317.0,76.42192833901021
curated,ridge,2,2,40.75191594106881,22.05360681449684,0.9028232463361661,317.0,89.14159508280694
curated,ridge,2,3,36.28306846993008,20.205243501937588,0.924255457621828,317.0,76.47110164192989
curated,ridge,2,4,32.74064751392714,19.977537617769265,0.9299695845618663,317.0,59.32434367283538
curated,xgboost,0,0,42.92129110550542,17.8116868343099,0.8962552974755789,318.0,99.38910457270352
curated,xgboost,0,1,33.25823432574639,15.616721271826325,0.9291838282985534,317.0,59.628777820315555
curated,xgboost,0,2,42.02908959616716,17.457820872498523,0.8714328781480197,317.0,83.66586321846083
curated,xgboost,0,3,27.36564080852753,14.473358924980284,0.9354795210392146,317.0,55.28077020327791
curated,xgboost,0,4,41.31508461446459,17.492149274417145,0.9171814364499498,317.0,82.74258119255292
curated,xgboost,1,0,35.32445406046206,14.910692350936028,0.9327792896885903,318.0,74.45159799241698
curated,xgboost,1,1,38.42695354686474,18.387271145504734,0.8984300583101662,317.0,74.26088684594927
curated,xgboost,1,2,40.71886157195158,19.49177549841655,0.8888469693729893,317.0,80.59061219736999
