model,params,refit_fallbacks,feature_set,repeat,fold,train_rmse,test_rmse
xgboost,"{""model__n_estimators"": 500, ""model__min_child_weight"": 5, ""model__max_depth"": 7, ""model__learning_rate"": 0.01}",0.0,curated,1,3,16.971962428228288,43.86275503450536
mlp,"{""regressor__model__solver"": ""adam"", ""regressor__model__learning_rate_init"": 0.001, ""regressor__model__learning_rate"": ""constant"", ""regressor__model__hidden_layer_sizes"": [100, 50, 20], ""regressor__model__alpha"": 0.01, ""regressor__model__activation"": ""relu""}",0.0,curated,1,3,22.783707545231792,35.38877392578678
ensemble,,,curated,1,3,22.850647594139783,35.11767714816205
ridge,"{""regressor__model__alpha"": 1}",0.0,curated (log),1,3,34.81146235947323,38.3734380434359
xgboost,"{""model__n_estimators"": 500, ""model__min_child_weight"": 5, ""model__max_depth"": 7, ""model__learning_rate"": 0.01}",0.0,curated (log),1,3,16.971962428228288,43.86275503450536
mlp,"{""regressor__model__solver"": ""adam"", ""regressor__model__learning_rate_init"": 0.001, ""regressor__model__learning_rate"": ""constant"", ""regressor__model__hidden_layer_sizes"": [100, 50, 20], ""regressor__model__alpha"": 0.01, ""regressor__model__activation"": ""relu""}",0.0,curated (log),1,3,21.648534495893728,35.79959759917994
ensemble,,,curated (log),1,3,22.067253501886057,34.8244026202668
xgboost_per_family,"{""alcohol/phenol"": {""model__n_estimators"": 500, ""model__min_child_weight"": 5, ""model__max_depth"": 5, ""model__learning_rate"": 0.01}, ""alkane"": {""model__n_estimators"": 500, ""model__min_child_weight"": 3, ""model__max_depth"": 7, ""model__learning_rate"": 0.01}, ""alkene/alkyne"": {""model__n_estimators"": 500, ""model__min_child_weight"": 5, ""model__max_depth"": 7, ""model__learning_rate"": 0.01}, ""amine"": {""model__n_estimators"": 500, ""model__min_child_weight"": 3, ""model__max_depth"": 3, ""model__learning_rate"": 0.01}}",,curated (log),1,3,18.392027931117344,46.35595056999271
ridge,"{""regressor__model__alpha"": 1}",0.0,curated (log) + family,1,3,34.540937998650804,37.85178199505126
xgboost,"{""model__n_estimators"": 500, ""model__min_child_weight"": 5, ""model__max_depth"": 7, ""model__learning_rate"": 0.01}",0.0,curated (log) + family,1,3,16.975803677364887,43.82035629631437
mlp,"{""regressor__model__solver"": ""adam"", ""regressor__model__learning_rate_init"": 0.001, ""regressor__model__learning_rate"": ""constant"", ""regressor__model__hidden_layer_sizes"": [100, 50, 20], ""regressor__model__alpha"": 0.01, ""regressor__model__activation"": ""relu""}",0.0,curated (log) + family,1,3,23.812655179609926,36.962430915192996
ensemble,,,curated (log) + family,1,3,22.969153090606632,35.86346042310751
ridge,"{""regressor__model__alpha"": 1}",0.0,old 12,1,4,39.317227993762884,36.812688277344755
xgboost,"{""model__n_estimators"": 500, ""model__min_child_weight"": 3, ""model__max_depth"": 3, ""model__learning_rate"": 0.1}",0.0,old 12,1,4,18.409043415465558,30.465603945177758
mlp,"{""regressor__model__solver"": ""adam"", ""regressor__model__learning_rate_init"": 0.001, ""regressor__model__learning_rate"": ""constant"", ""regressor__model__hidden_layer_sizes"": [100, 50], ""regressor__model__alpha"": 0.0001, ""regressor__model__activation"": ""relu""}",0.0,old 12,1,4,25.018391134070903,30.35430210347972
ensemble,,,old 12,1,4,24.473108845098512,29.372212113574655
ridge,"{""regressor__model__alpha"": 0.1}",0.0,curated,1,4,36.84027688951829,33.26211550980619
xgboost,"{""model__n_estimators"": 300, ""model__min_child_weight"": 3, ""model__max_depth"": 5, ""model__learning_rate"": 0.1}",0.0,curated,1,4,8.997232838607559,40.001063255480226
mlp,"{""regressor__model__solver"": ""sgd"", ""regressor__model__learning_rate_init"": 0.1, ""regressor__model__learning_rate"": ""constant"", ""regressor__model__hidden_layer_sizes"": [100, 50, 20], ""regressor__model__alpha"": 0.01, ""regressor__model__activation"": ""relu""}",0.0,curated,1,4,24.952067196472,32.873744053251066
ensemble,,,curated,1,4,20.895031378803655,32.33729160722822
ridge,"{""regressor__model__alpha"": 1}",0.0,curated (log),1,4,37.35336410646799,33.00665324989784
xgboost,"{""model__n_estimators"": 300, ""model__min_child_weight"": 3, ""model__max_depth"": 5, ""model__learning_rate"": 0.1}",0.0,curated (log),1,4,8.997232838607559,40.001063255480226
mlp,"{""regressor__model__solver"": ""adam"", ""regressor__model__learning_rate_init"": 0.001, ""regressor__model__learning_rate"": ""constant"", ""regressor__model__hidden_layer_sizes"": [100, 50, 20], ""regressor__model__alpha"": 0.01, ""regressor__model__activation"": ""relu""}",0.0,curated (log),1,4,24.92139692999596,32.394119805342044
ensemble,,,curated (log),1,4,21.415660365977057,32.22386048010697
xgboost_per_family,"{""alcohol/phenol"": {""model__n_estimators"": 300, ""model__min_child_weight"": 3, ""model__max_depth"": 5, ""model__learning_rate"": 0.1}, ""alkane"": {""model__n_estimators"": 300, ""model__min_child_weight"": 3, ""model__max_depth"": 7, ""model__learning_rate"": 0.1}, ""alkene/alkyne"": {""model__n_estimators"": 500, ""model__min_child_weight"": 5, ""model__max_depth"": 3, ""model__learning_rate"": 0.01}, ""amine"": {""model__n_estimators"": 300, ""model__min_child_weight"": 3, ""model__max_depth"": 5, ""model__learning_rate"": 0.1}}",,curated (log),1,4,13.64551136782517,34.011788962389836
ridge,"{""regressor__model__alpha"": 1}",0.0,curated (log) + family,1,4,36.75418090830931,32.173883603374755
xgboost,"{""model__n_estimators"": 300, ""model__min_child_weight"": 3, ""model__max_depth"": 5, ""model__learning_rate"": 0.1}",0.0,curated (log) + family,1,4,9.117024765096236,40.63977153561607
mlp,"{""regressor__model__solver"": ""sgd"", ""regressor__model__learning_rate_init"": 0.1, ""regressor__model__learning_rate"": ""adaptive"", ""regressor__model__hidden_layer_sizes"": [50], ""regressor__model__alpha"": 0.01, ""regressor__model__activation"": ""relu""}",0.0,curated (log) + family,1,4,28.97327181657085,30.624520151370724
ensemble,,,curated (log) + family,1,4,22.91214839567769,31.812423805451914
ridge,"{""regressor__model__alpha"": 1}",0.0,old 12,2,0,38.52218295995686,39.84578599289826
xgboost,"{""model__n_estimators"": 500, ""model__min_child_weight"": 5, ""model__max_depth"": 3, ""model__learning_rate"": 0.1}",0.0,old 12,2,0,18.752356388265216,35.02874411990961
mlp,"{""regressor__model__solver"": ""sgd"", ""regressor__model__learning_rate_init"": 0.1, ""regressor__model__learning_rate"": ""constant"", ""regressor__model__hidden_layer_sizes"": [100, 50, 20], ""regressor__model__alpha"": 0.01, ""regressor__model__activation"": ""relu""}",0.0,old 12,2,0,26.933939731632275,38.53742608287627
ensemble,,,old 12,2,0,24.0291550046172,34.172664699560066
ridge,"{""regressor__model__alpha"": 1}",0.0,curated,2,0,35.26239098422009,40.177788681580935
xgboost,"{""model__n_estimators"": 500, ""model__min_child_weight"": 3, ""model__max_depth"": 3, ""model__learning_rate"": 0.1}",0.0,curated,2,0,12.050925064909556,39.076186284714666
mlp,"{""regressor__model__solver"": ""adam"", ""regressor__model__learning_rate_init"": 0.001, ""regressor__model__learning_rate"": ""constant"", ""regressor__model__hidden_layer_sizes"": [100, 50, 20], ""regressor__model__alpha"": 0.01, ""regressor__model__activation"": ""relu""}",0.0,curated,2,0,20.311812464365296,39.80919607686254
ensemble,,,curated,2,0,19.86124086436862,36.65968452194669
ridge,"{""regressor__model__alpha"": 1}",0.0,curated (log),2,0,34.74881112873261,38.6979625587809
xgboost,"{""model__n_estimators"": 500, ""model__min_child_weight"": 3, ""model__max_depth"": 3, ""model__learning_rate"": 0.1}",0.0,curated (log),2,0,12.050925064909556,39.076186284714666
mlp,"{""regressor__model__solver"": ""adam"", ""regressor__model__learning_rate_init"": 0.001, ""regressor__model__learning_rate"": ""constant"", ""regressor__model__hidden_layer_sizes"": [100, 50, 20], ""regressor__model__alpha"": 0.01, ""regressor__model__activation"": ""relu""}",0.0,curated (log),2,0,22.23913838577949,36.64790974340643
ensemble,,,curated (log),2,0,20.530466149551458,35.302687835623196
xgboost_per_family,"{""alcohol/phenol"": {""model__n_estimators"": 500, ""model__min_child_weight"": 3, ""model__max_depth"": 3, ""model__learning_rate"": 0.1}, ""alkane"": {""model__n_estimators"": 500, ""model__min_child_weight"": 3, ""model__max_depth"": 5, ""model__learning_rate"": 0.1}, ""alkene/alkyne"": {""model__n_estimators"": 500, ""model__min_child_weight"": 5, ""model__max_depth"": 7, ""model__learning_rate"": 0.01}, ""amine"": {""model__n_estimators"": 500, ""model__min_child_weight"": 5, ""model__max_depth"": 3, ""model__learning_rate"": 0.01}}",,curated (log),2,0,14.49111030924221,39.988869100686706
ridge,"{""regressor__model__alpha"": 1}",0.0,curated (log) + family,2,0,34.42851876363331,38.45765646500768
xgboost,"{""model__n_estimators"": 500, ""model__min_child_weight"": 3, ""model__max_depth"": 3, ""model__learning_rate"": 0.1}",0.0,curated (log) + family,2,0,12.064406166431455,39.78274173740576
mlp,"{""regressor__model__solver"": ""adam"", ""regressor__model__learning_rate_init"": 0.001, ""regressor__model__learning_rate"": ""constant"", ""regressor__model__hidden_layer_sizes"": [100, 50, 20], ""regressor__model__alpha"": 0.01, ""regressor__model__activation"": ""relu""}",0.0,curated (log) + family,2,0,20.672161978946498,40.207952856643296
ensemble,,,curated (log) + family,2,0,19.84633098525479,36.35961522505598
ridge,"{""regressor__model__alpha"": 1}",0.0,old 12,2,1,38.25553510782094,40.997999896614466
xgboost,"{""model__n_estimators"": 300, ""model__min_child_weight"": 3, ""model__max_depth"": 5, ""model__learning_rate"": 0.1}",0.0,old 12,2,1,14.768941233132809,40.032684270004715
mlp,"{""regressor__model__solver"": ""adam"", ""regressor__model__learning_rate_init"": 0.001, ""regressor__model__learning_rate"": ""constant"", ""regressor__model__hidden_layer_sizes"": [100, 50, 20], ""regressor__model__alpha"": 0.01, ""regressor__model__activation"": ""relu""}",0.0,old 12,2,1,24.726190836527472,34.117901226216766
ensemble,,,old 12,2,1,23.067510796515307,34.66222471885054
ridge,"{""regressor__model__alpha"": 0.1}",0.0,curated,2,1,35.75404579038623,37.68694418306763
xgboost,"{""model__n_estimators"": 300, ""model__min_child_weight"": 3, ""model__max_depth"": 5, ""model__learning_rate"": 0.1}",0.0,curated,2,1,7.766882259846778,41.48235341530426
mlp,"{""regressor__model__solver"": ""adam"", ""regressor__model__learning_rate_init"": 0.001, ""regressor__model__learning_rate"": ""constant"", ""regressor__model__hidden_layer_sizes"": [100, 50, 20], ""regressor__model__alpha"": 0.01, ""regressor__model__activation"": ""relu""}",0.0,curated,2,1,25.35336634958848,31.031807072687972
ensemble,,,curated,2,1,20.51733311407383,33.71122473865004
ridge,"{""regressor__model__alpha"": 1}",0.0,curated (log),2,1,36.398921546144074,36.83283160725082
xgboost,"{""model__n_estimators"": 300, ""model__min_child_weight"": 3, ""model__max_depth"": 5, ""model__learning_rate"": 0.1}",0.0,curated (log),2,1,7.766882259846778,41.48235341530426
mlp,"{""regressor__model__solver"": ""adam"", ""regressor__model__learning_rate_init"": 0.001, ""regressor__model__learning_rate"": ""constant"", ""regressor__model__hidden_layer_sizes"": [100, 50, 20], ""regressor__model__alpha"": 0.01, ""regressor__model__activation"": ""relu""}",0.0,curated (log),2,1,23.398944993046612,33.48102793725418
ensemble,,,curated (log),2,1,20.181240225118163,34.19540494993286
xgboost_per_family,"{""alcohol/phenol"": {""model__n_estimators"": 300, ""model__min_child_weight"": 3, ""model__max_depth"": 3, ""model__learning_rate"": 0.1}, ""alkane"": {""model__n_estimators"": 500, ""model__min_child_weight"": 3, ""model__max_depth"": 7, ""model__learning_rate"": 0.01}, ""alkene/alkyne"": {""model__n_estimators"": 500, ""model__min_child_weight"": 3, ""model__max_depth"": 7, ""model__learning_rate"": 0.01}, ""amine"": {""model__n_estimators"": 300, ""model__min_child_weight"": 3, ""model__max_depth"": 3, ""model__learning_rate"": 0.01}}",,curated (log),2,1,14.988287669118654,40.598819208886454
ridge,"{""regressor__model__alpha"": 0.1}",0.0,curated (log) + family,2,1,35.61552569471306,36.89530311980865
xgboost,"{""model__n_estimators"": 300, ""model__min_child_weight"": 3, ""model__max_depth"": 5, ""model__learning_rate"": 0.1}",0.0,curated (log) + family,2,1,8.215256421320419,41.75969589259022
mlp,"{""regressor__model__solver"": ""sgd"", ""regressor__model__learning_rate_init"": 0.1, ""regressor__model__learning_rate"": ""adaptive"", ""regressor__model__hidden_layer_sizes"": [50], ""regressor__model__alpha"": 0.01, ""regressor__model__activation"": ""relu""}",0.0,curated (log) + family,2,1,29.476207047253478,33.74563245581604
ensemble,,,curated (log) + family,2,1,22.618055507251054,34.33448877957367
ridge,"{""regressor__model__alpha"": 1}",0.0,old 12,2,2,37.51282655369668,44.05408083337596
xgboost,"{""model__n_estimators"": 500, ""model__min_child_weight"": 3, ""model__max_depth"": 3, ""model__learning_rate"": 0.1}",0.0,old 12,2,2,17.992627665211533,34.061131728316866
mlp,"{""regressor__model__solver"": ""adam"", ""regressor__model__learning_rate_init"": 0.001, ""regressor__model__learning_rate"": ""constant"", ""regressor__model__hidden_layer_sizes"": [100, 50, 20], ""regressor__model__alpha"": 0.01, ""regressor__model__activation"": ""relu""}",0.0,old 12,2,2,24.850508668702446,32.64992840661602
ensemble,,,old 12,2,2,24.191393627120497,32.997387896396305
ridge,"{""regressor__model__alpha"": 1}",0.0,curated,2,2,35.41593394232408,40.7517365721209
xgboost,"{""model__n_estimators"": 500, ""model__min_child_weight"": 3, ""model__max_depth"": 3, ""model__learning_rate"": 0.1}",0.0,curated,2,2,13.071696116356103,41.62390640813936
mlp,"{""regressor__model__solver"": ""adam"", ""regressor__model__learning_rate_init"": 0.001, ""regressor__model__learning_rate"": ""constant"", ""regressor__model__hidden_layer_sizes"": [100, 50, 20], ""regressor__model__alpha"": 0.01, ""regressor__model__activation"": ""relu""}",0.0,curated,2,2,23.390152216027467,39.75544480867774
ensemble,,,curated,2,2,21.531555036418837,37.27737361738097
ridge,"{""regressor__model__alpha"": 1}",0.0,curated (log),2,2,34.42723516276726,40.39264261175859
xgboost,"{""model__n_estimators"": 500, ""model__min_child_weight"": 3, ""model__max_depth"": 3, ""model__learning_rate"": 0.1}",0.0,curated (log),2,2,13.071696116356103,41.62390640813936
mlp,"{""regressor__model__solver"": ""adam"", ""regressor__model__learning_rate_init"": 0.001, ""regressor__model__learning_rate"": ""constant"", ""regressor__model__hidden_layer_sizes"": [100, 50, 20], ""regressor__model__alpha"": 0.01, ""regressor__model__activation"": ""relu""}",0.0,curated (log),2,2,26.21995905206304,41.057317288727056
ensemble,,,curated (log),2,2,22.449517430246505,37.969663350301765
xgboost_per_family,"{""alcohol/phenol"": {""model__n_estimators"": 300, ""model__min_child_weight"": 3, ""model__max_depth"": 3, ""model__learning_rate"": 0.1}, ""alkane"": {""model__n_estimators"": 500, ""model__min_child_weight"": 5, ""model__max_depth"": 7, ""model__learning_rate"": 0.1}, ""alkene/alkyne"": {""model__n_estimators"": 500, ""model__min_child_weight"": 5, ""model__max_depth"": 7, ""model__learning_rate"": 0.01}, ""amine"": {""model__n_estimators"": 500, ""model__min_child_weight"": 3, ""model__max_depth"": 3, ""model__learning_rate"": 0.01}}",,curated (log),2,2,14.377078940906099,42.16602498955504
ridge,"{""regressor__model__alpha"": 1}",0.0,curated (log) + family,2,2,34.05984549974572,40.176538323164614
xgboost,"{""model__n_estimators"": 300, ""model__min_child_weight"": 3, ""model__max_depth"": 5, ""model__learning_rate"": 0.1}",0.0,curated (log) + family,2,2,9.821339714840784,40.92662006965887
mlp,"{""regressor__model__solver"": ""adam"", ""regressor__model__learning_rate_init"": 0.001, ""regressor__model__learning_rate"": ""constant"", ""regressor__model__hidden_layer_sizes"": [100, 50, 20], ""regressor__model__alpha"": 0.01, ""regressor__model__activation"": ""relu""}",0.0,curated (log) + family,2,2,23.896282962803415,39.05554251985277
ensemble,,,curated (log) + family,2,2,20.415228632358527,36.7479394333889
ridge,"{""regressor__model__alpha"": 1}",0.0,old 12,2,3,39.179283642433646,37.533108830836454
xgboost,"{""model__n_estimators"": 500, ""model__min_child_weight"": 3, ""model__max_depth"": 5, ""model__learning_rate"": 0.01}",0.0,old 12,2,3,22.835498229278347,32.12669846888234
mlp,"{""regressor__model__solver"": ""adam"", ""regressor__model__learning_rate_init"": 0.001, ""regressor__model__learning_rate"": ""constant"", ""regressor__model__hidden_layer_sizes"": [100, 50], ""regressor__model__alpha"": 0.0001, ""regressor__model__activation"": ""relu""}",0.0,old 12,2,3,24.426042318739867,28.288542659887348
ensemble,,,old 12,2,3,26.283821531779445,29.497596906852074
ridge,"{""regressor__model__alpha"": 10}",0.0,curated,2,3,36.89198947756024,36.28479890779123
xgboost,"{""model__n_estimators"": 300, ""model__min_child_weight"": 3, ""model__max_depth"": 5, ""model__learning_rate"": 0.1}",0.0,curated,2,3,8.840541223573865,37.27679759738977
mlp,"{""regressor__model__solver"": ""adam"", ""regressor__model__learning_rate_init"": 0.001, ""regressor__model__learning_rate"": ""constant"", ""regressor__model__hidden_layer_sizes"": [100, 50, 20], ""regressor__model__alpha"": 0.01, ""regressor__model__activation"": ""relu""}",0.0,curated,2,3,22.015009667605284,26.09550504195975
ensemble,,,curated,2,3,19.981872389260168,28.41042658461864
ridge,"{""regressor__model__alpha"": 1}",0.0,curated (log),2,3,35.835571860480506,34.90042958985383
xgboost,"{""model__n_estimators"": 300, ""model__min_child_weight"": 3, ""model__max_depth"": 5, ""model__learning_rate"": 0.1}",0.0,curated (log),2,3,8.840541223573865,37.27679759738977
mlp,"{""regressor__model__solver"": ""adam"", ""regressor__model__learning_rate_init"": 0.001, ""regressor__model__learning_rate"": ""constant"", ""regressor__model__hidden_layer_sizes"": [100, 50, 20], ""regressor__model__alpha"": 0.01, ""regressor__model__activation"": ""relu""}",0.0,curated (log),2,3,24.761247297241262,25.152930834114457
ensemble,,,curated (log),2,3,20.662628730654006,28.089646463302824
xgboost_per_family,"{""alcohol/phenol"": {""model__n_estimators"": 500, ""model__min_child_weight"": 5, ""model__max_depth"": 7, ""model__learning_rate"": 0.01}, ""alkane"": {""model__n_estimators"": 500, ""model__min_child_weight"": 3, ""model__max_depth"": 5, ""model__learning_rate"": 0.1}, ""alkene/alkyne"": {""model__n_estimators"": 500, ""model__min_child_weight"": 3, ""model__max_depth"": 7, ""model__learning_rate"": 0.01}, ""amine"": {""model__n_estimators"": 500, ""model__min_child_weight"": 3, ""model__max_depth"": 5, ""model__learning_rate"": 0.01}}",,curated (log),2,3,15.232821955771739,39.92374620588223
ridge,"{""regressor__model__alpha"": 1}",0.0,curated (log) + family,2,3,35.39925504766169,34.99199707667032
xgboost,"{""model__n_estimators"": 300, ""model__min_child_weight"": 3, ""model__max_depth"": 5, ""model__learning_rate"": 0.1}",0.0,curated (log) + family,2,3,8.699210642114448,37.26165451349168
mlp,"{""regressor__model__solver"": ""adam"", ""regressor__model__learning_rate_init"": 0.001, ""regressor__model__learning_rate"": ""constant"", ""regressor__model__hidden_layer_sizes"": [100, 50, 20], ""regressor__model__alpha"": 0.01, ""regressor__model__activation"": ""relu""}",0.0,curated (log) + family,2,3,23.138185520452936,28.73468746192642
ensemble,,,curated (log) + family,2,3,19.68556614897636,28.7686714238926
ridge,"{""regressor__model__alpha"": 0.1}",0.0,old 12,2,4,39.87830985041872,34.448678693314875
xgboost,"{""model__n_estimators"": 500, ""model__min_child_weight"": 5, ""model__max_depth"": 3, ""model__learning_rate"": 0.1}",0.0,old 12,2,4,18.74937686768083,33.41356222782677
mlp,"{""regressor__model__solver"": ""adam"", ""regressor__model__learning_rate_init"": 0.001, ""regressor__model__learning_rate"": ""constant"", ""regressor__model__hidden_layer_sizes"": [100, 50, 20], ""regressor__model__alpha"": 0.01, ""regressor__model__activation"": ""relu""}",0.0,old 12,2,4,24.538662972731988,34.78159577081975
ensemble,,,old 12,2,4,24.7551960389198,30.65604151885516
ridge,"{""regressor__model__alpha"": 1}",0.0,curated,2,4,37.13095090827702,32.74002268352345
xgboost,"{""model__n_estimators"": 500, ""model__min_child_weight"": 3, ""model__max_depth"": 5, ""model__learning_rate"": 0.1}",0.0,curated,2,4,6.8285402986131905,36.18401536065162
mlp,"{""regressor__model__solver"": ""adam"", ""regressor__model__learning_rate_init"": 0.001, ""regressor__model__learning_rate"": ""constant"", ""regressor__model__hidden_layer_sizes"": [100, 50, 20], ""regressor__model__alpha"": 0.01, ""regressor__model__activation"": ""relu""}",0.0,curated,2,4,22.8399207562323,43.42532419746846
ensemble,,,curated,2,4,19.59097827102825,33.67930110556384
ridge,"{""regressor__model__alpha"": 1}",0.0,curated (log),2,4,37.50743991472415,33.39518323351617
xgboost,"{""model__n_estimators"": 500, ""model__min_child_weight"": 3, ""model__max_depth"": 5, ""model__learning_rate"": 0.1}",0.0,curated (log),2,4,6.8285402986131905,36.18401536065162
mlp,"{""regressor__model__solver"": ""adam"", ""regressor__model__learning_rate_init"": 0.001, ""regressor__model__learning_rate"": ""constant"", ""regressor__model__hidden_layer_sizes"": [100, 50, 20], ""regressor__model__alpha"": 0.01, ""regressor__model__activation"": ""relu""}",0.0,curated (log),2,4,24.54052669531314,39.96019506454299
ensemble,,,curated (log),2,4,20.060480350438603,32.45782086831105
xgboost_per_family,"{""alcohol/phenol"": {""model__n_estimators"": 300, ""model__min_child_weight"": 3, ""model__max_depth"": 5, ""model__learning_rate"": 0.1}, ""alkane"": {""model__n_estimators"": 500, ""model__min_child_weight"": 5, ""model__max_depth"": 7, ""model__learning_rate"": 0.01}, ""alkene/alkyne"": {""model__n_estimators"": 500, ""model__min_child_weight"": 5, ""model__max_depth"": 7, ""model__learning_rate"": 0.01}, ""amine"": {""model__n_estimators"": 500, ""model__min_child_weight"": 3, ""model__max_depth"": 5, ""model__learning_rate"": 0.01}}",,curated (log),2,4,13.730897511730445,39.00520363233086
ridge,"{""regressor__model__alpha"": 1}",0.0,curated (log) + family,2,4,37.061154447506524,31.4941901470848
xgboost,"{""model__n_estimators"": 500, ""model__min_child_weight"": 3, ""model__max_depth"": 5, ""model__learning_rate"": 0.1}",0.0,curated (log) + family,2,4,6.795490923450878,35.9324466683892
mlp,"{""regressor__model__solver"": ""adam"", ""regressor__model__learning_rate_init"": 0.001, ""regressor__model__learning_rate"": ""constant"", ""regressor__model__hidden_layer_sizes"": [100, 50, 20], ""regressor__model__alpha"": 0.01, ""regressor__model__activation"": ""relu""}",0.0,curated (log) + family,2,4,23.685736120469695,42.37905653853435
ensemble,,,curated (log) + family,2,4,19.837014664395777,32.52747216646589
