model,params,refit_fallbacks,feature_set,repeat,fold,train_rmse,test_rmse
mlp,"{""regressor__model__solver"": ""adam"", ""regressor__model__learning_rate_init"": 0.001, ""regressor__model__learning_rate"": ""constant"", ""regressor__model__hidden_layer_sizes"": [100, 50], ""regressor__model__alpha"": 0.0001, ""regressor__model__activation"": ""relu""}",0.0,curated,1,3,23.326575440515835,29.23821902877793
ensemble,,,curated,1,3,14.026020834069126,20.61245642644108
ridge,"{""regressor__model__alpha"": 1}",0.0,curated (log),1,3,22.78557490440431,22.98091877771717
xgboost,"{""model__n_estimators"": 500, ""model__min_child_weight"": 3, ""model__max_depth"": 5, ""model__learning_rate"": 0.1}",0.0,curated (log),1,3,3.8062560136676895,20.59160638639579
mlp,"{""regressor__model__solver"": ""sgd"", ""regressor__model__learning_rate_init"": 0.1, ""regressor__model__learning_rate"": ""constant"", ""regressor__model__hidden_layer_sizes"": [100, 50], ""regressor__model__alpha"": 0.01, ""regressor__model__activation"": ""relu""}",0.0,curated (log),1,3,22.12387636311155,26.735235065012255
ensemble,,,curated (log),1,3,14.016372128466221,20.52034632469483
xgboost_per_family,"{""alcohol/phenol"": {""model__n_estimators"": 500, ""model__min_child_weight"": 3, ""model__max_depth"": 5, ""model__learning_rate"": 0.01}, ""alkane"": {""model__n_estimators"": 300, ""model__min_child_weight"": 3, ""model__max_depth"": 5, ""model__learning_rate"": 0.1}, ""alkene/alkyne"": {""model__n_estimators"": 500, ""model__min_child_weight"": 5, ""model__max_depth"": 3, ""model__learning_rate"": 0.1}, ""amine"": {""model__n_estimators"": 300, ""model__min_child_weight"": 5, ""model__max_depth"": 5, ""model__learning_rate"": 0.1}}",,curated (log),1,3,6.717180171221881,25.316168428171835
ridge,"{""regressor__model__alpha"": 1}",0.0,curated (log) + family,1,3,22.20650803368183,22.55480426048941
xgboost,"{""model__n_estimators"": 500, ""model__min_child_weight"": 3, ""model__max_depth"": 5, ""model__learning_rate"": 0.1}",0.0,curated (log) + family,1,3,3.897016908133877,20.82953915488454
mlp,"{""regressor__model__solver"": ""adam"", ""regressor__model__learning_rate_init"": 0.001, ""regressor__model__learning_rate"": ""constant"", ""regressor__model__hidden_layer_sizes"": [100, 50], ""regressor__model__alpha"": 0.0001, ""regressor__model__activation"": ""relu""}",0.0,curated (log) + family,1,3,18.964487246432245,22.688458047774713
ensemble,,,curated (log) + family,1,3,13.270233441043654,19.730359626537407
ridge,"{""regressor__model__alpha"": 0.1}",0.0,old 12,1,4,31.194892192144685,31.578721386980398
xgboost,"{""model__n_estimators"": 300, ""model__min_child_weight"": 3, ""model__max_depth"": 5, ""model__learning_rate"": 0.1}",0.0,old 12,1,4,9.356765665307362,21.990336465445296
mlp,"{""regressor__model__solver"": ""sgd"", ""regressor__model__learning_rate_init"": 0.1, ""regressor__model__learning_rate"": ""adaptive"", ""regressor__model__hidden_layer_sizes"": [50], ""regressor__model__alpha"": 0.01, ""regressor__model__activation"": ""relu""}",0.0,old 12,1,4,24.45099582104829,24.625572708438646
ensemble,,,old 12,1,4,18.845534493714727,22.623598097390527
ridge,"{""regressor__model__alpha"": 0.1}",0.0,curated,1,4,24.884769112889153,21.80610332278463
xgboost,"{""model__n_estimators"": 500, ""model__min_child_weight"": 3, ""model__max_depth"": 5, ""model__learning_rate"": 0.1}",0.0,curated,1,4,3.6037255043827376,20.858119955072148
mlp,"{""regressor__model__solver"": ""adam"", ""regressor__model__learning_rate_init"": 0.001, ""regressor__model__learning_rate"": ""constant"", ""regressor__model__hidden_layer_sizes"": [100, 50], ""regressor__model__alpha"": 0.0001, ""regressor__model__activation"": ""relu""}",0.0,curated,1,4,18.77994492755976,19.78083097953557
ensemble,,,curated,1,4,13.72322463077146,18.11558193686711
ridge,"{""regressor__model__alpha"": 1}",0.0,curated (log),1,4,23.41961514643414,20.945505486165736
xgboost,"{""model__n_estimators"": 500, ""model__min_child_weight"": 3, ""model__max_depth"": 5, ""model__learning_rate"": 0.1}",0.0,curated (log),1,4,3.6037255043827376,20.858119955072148
mlp,"{""regressor__model__solver"": ""adam"", ""regressor__model__learning_rate_init"": 0.001, ""regressor__model__learning_rate"": ""constant"", ""regressor__model__hidden_layer_sizes"": [100, 50], ""regressor__model__alpha"": 0.0001, ""regressor__model__activation"": ""relu""}",0.0,curated (log),1,4,22.38694731279433,21.284097155739715
ensemble,,,curated (log),1,4,14.252568448509765,18.299135676595974
xgboost_per_family,"{""alcohol/phenol"": {""model__n_estimators"": 500, ""model__min_child_weight"": 3, ""model__max_depth"": 5, ""model__learning_rate"": 0.01}, ""alkane"": {""model__n_estimators"": 300, ""model__min_child_weight"": 3, ""model__max_depth"": 5, ""model__learning_rate"": 0.1}, ""alkene/alkyne"": {""model__n_estimators"": 300, ""model__min_child_weight"": 5, ""model__max_depth"": 5, ""model__learning_rate"": 0.1}, ""amine"": {""model__n_estimators"": 500, ""model__min_child_weight"": 3, ""model__max_depth"": 3, ""model__learning_rate"": 0.01}}",,curated (log),1,4,9.291770514775012,22.25198533440695
ridge,"{""regressor__model__alpha"": 1}",0.0,curated (log) + family,1,4,22.725444207254807,20.43966664547926
xgboost,"{""model__n_estimators"": 500, ""model__min_child_weight"": 3, ""model__max_depth"": 5, ""model__learning_rate"": 0.1}",0.0,curated (log) + family,1,4,3.6552918583239866,21.24931932080154
mlp,"{""regressor__model__solver"": ""sgd"", ""regressor__model__learning_rate_init"": 0.1, ""regressor__model__learning_rate"": ""adaptive"", ""regressor__model__hidden_layer_sizes"": [50], ""regressor__model__alpha"": 0.01, ""regressor__model__activation"": ""relu""}",0.0,curated (log) + family,1,4,17.879903126506257,18.19812623201982
ensemble,,,curated (log) + family,1,4,13.417963851624947,17.89591302029413
ridge,"{""regressor__model__alpha"": 0.1}",0.0,old 12,2,0,31.36172409185208,31.185562497244113
xgboost,"{""model__n_estimators"": 300, ""model__min_child_weight"": 3, ""model__max_depth"": 5, ""model__learning_rate"": 0.1}",0.0,old 12,2,0,8.717856951619611,24.286480582570032
mlp,"{""regressor__model__solver"": ""sgd"", ""regressor__model__learning_rate_init"": 0.1, ""regressor__model__learning_rate"": ""adaptive"", ""regressor__model__hidden_layer_sizes"": [50], ""regressor__model__alpha"": 0.01, ""regressor__model__activation"": ""relu""}",0.0,old 12,2,0,15.788448452927444,18.837885152772813
ensemble,,,old 12,2,0,15.910119443751249,21.726650101496574
ridge,"{""regressor__model__alpha"": 0.1}",0.0,curated,2,0,24.413379251214984,23.483375885925422
xgboost,"{""model__n_estimators"": 500, ""model__min_child_weight"": 3, ""model__max_depth"": 5, ""model__learning_rate"": 0.1}",0.0,curated,2,0,3.3228349379167716,20.877697497672838
mlp,"{""regressor__model__solver"": ""adam"", ""regressor__model__learning_rate_init"": 0.001, ""regressor__model__learning_rate"": ""constant"", ""regressor__model__hidden_layer_sizes"": [100, 50, 20], ""regressor__model__alpha"": 0.01, ""regressor__model__activation"": ""relu""}",0.0,curated,2,0,12.075686636740642,21.09585886158501
ensemble,,,curated,2,0,11.556503071397543,19.886854893660164
ridge,"{""regressor__model__alpha"": 0.1}",0.0,curated (log),2,0,22.767742303246497,22.947592910659562
xgboost,"{""model__n_estimators"": 500, ""model__min_child_weight"": 3, ""model__max_depth"": 5, ""model__learning_rate"": 0.1}",0.0,curated (log),2,0,3.3228349379167716,20.877697497672838
mlp,"{""regressor__model__solver"": ""adam"", ""regressor__model__learning_rate_init"": 0.001, ""regressor__model__learning_rate"": ""constant"", ""regressor__model__hidden_layer_sizes"": [100, 50], ""regressor__model__alpha"": 0.0001, ""regressor__model__activation"": ""relu""}",0.0,curated (log),2,0,11.423419160494232,21.44568827041164
ensemble,,,curated (log),2,0,10.843921894784925,19.940269667914933
xgboost_per_family,"{""alcohol/phenol"": {""model__n_estimators"": 300, ""model__min_child_weight"": 3, ""model__max_depth"": 3, ""model__learning_rate"": 0.1}, ""alkane"": {""model__n_estimators"": 500, ""model__min_child_weight"": 3, ""model__max_depth"": 5, ""model__learning_rate"": 0.1}, ""alkene/alkyne"": {""model__n_estimators"": 500, ""model__min_child_weight"": 3, ""model__max_depth"": 3, ""model__learning_rate"": 0.1}, ""amine"": {""model__n_estimators"": 300, ""model__min_child_weight"": 3, ""model__max_depth"": 3, ""model__learning_rate"": 0.1}}",,curated (log),2,0,4.178615223366865,24.260192770460332
ridge,"{""regressor__model__alpha"": 1}",0.0,curated (log) + family,2,0,22.247617834881947,22.13516482534222
xgboost,"{""model__n_estimators"": 500, ""model__min_child_weight"": 3, ""model__max_depth"": 5, ""model__learning_rate"": 0.1}",0.0,curated (log) + family,2,0,3.413844256717465,20.78100398591235
mlp,"{""regressor__model__solver"": ""adam"", ""regressor__model__learning_rate_init"": 0.001, ""regressor__model__learning_rate"": ""constant"", ""regressor__model__hidden_layer_sizes"": [100, 50, 20], ""regressor__model__alpha"": 0.01, ""regressor__model__activation"": ""relu""}",0.0,curated (log) + family,2,0,11.184747677765795,20.96176112472545
ensemble,,,curated (log) + family,2,0,10.759942381428122,19.611169764869544
ridge,"{""regressor__model__alpha"": 1}",0.0,old 12,2,1,30.583416395158746,33.95467510991611
xgboost,"{""model__n_estimators"": 300, ""model__min_child_weight"": 3, ""model__max_depth"": 5, ""model__learning_rate"": 0.1}",0.0,old 12,2,1,10.054528709220246,23.85961715059183
mlp,"{""regressor__model__solver"": ""sgd"", ""regressor__model__learning_rate_init"": 0.1, ""regressor__model__learning_rate"": ""adaptive"", ""regressor__model__hidden_layer_sizes"": [50], ""regressor__model__alpha"": 0.01, ""regressor__model__activation"": ""relu""}",0.0,old 12,2,1,19.71928915463171,23.703238102346496
ensemble,,,old 12,2,1,17.46261115952785,24.150552073677844
ridge,"{""regressor__model__alpha"": 0.1}",0.0,curated,2,1,23.256298674124604,27.87417178785096
xgboost,"{""model__n_estimators"": 500, ""model__min_child_weight"": 3, ""model__max_depth"": 3, ""model__learning_rate"": 0.1}",0.0,curated,2,1,7.041513065720153,24.56836927116713
mlp,"{""regressor__model__solver"": ""adam"", ""regressor__model__learning_rate_init"": 0.001, ""regressor__model__learning_rate"": ""constant"", ""regressor__model__hidden_layer_sizes"": [100, 50, 20], ""regressor__model__alpha"": 0.01, ""regressor__model__activation"": ""relu""}",0.0,curated,2,1,16.836567853586512,26.29225212181806
ensemble,,,curated,2,1,13.846138206167053,24.154279927041877
ridge,"{""regressor__model__alpha"": 0.1}",0.0,curated (log),2,1,21.918071050310324,26.155499937221162
xgboost,"{""model__n_estimators"": 500, ""model__min_child_weight"": 3, ""model__max_depth"": 3, ""model__learning_rate"": 0.1}",0.0,curated (log),2,1,7.041513065720153,24.56836927116713
mlp,"{""regressor__model__solver"": ""adam"", ""regressor__model__learning_rate_init"": 0.001, ""regressor__model__learning_rate"": ""constant"", ""regressor__model__hidden_layer_sizes"": [100, 50], ""regressor__model__alpha"": 0.0001, ""regressor__model__activation"": ""relu""}",0.0,curated (log),2,1,15.892224165922853,25.574863225367036
ensemble,,,curated (log),2,1,13.270755110848784,23.853102267769145
xgboost_per_family,"{""alcohol/phenol"": {""model__n_estimators"": 500, ""model__min_child_weight"": 3, ""model__max_depth"": 5, ""model__learning_rate"": 0.01}, ""alkane"": {""model__n_estimators"": 500, ""model__min_child_weight"": 3, ""model__max_depth"": 7, ""model__learning_rate"": 0.01}, ""alkene/alkyne"": {""model__n_estimators"": 500, ""model__min_child_weight"": 3, ""model__max_depth"": 7, ""model__learning_rate"": 0.01}, ""amine"": {""model__n_estimators"": 500, ""model__min_child_weight"": 5, ""model__max_depth"": 5, ""model__learning_rate"": 0.01}}",,curated (log),2,1,10.984568023611605,24.02720833819649
ridge,"{""regressor__model__alpha"": 1}",0.0,curated (log) + family,2,1,21.194069284679934,26.361002207965203
xgboost,"{""model__n_estimators"": 500, ""model__min_child_weight"": 3, ""model__max_depth"": 5, ""model__learning_rate"": 0.1}",0.0,curated (log) + family,2,1,4.268403552361803,25.14309360653578
mlp,"{""regressor__model__solver"": ""sgd"", ""regressor__model__learning_rate_init"": 0.1, ""regressor__model__learning_rate"": ""adaptive"", ""regressor__model__hidden_layer_sizes"": [50], ""regressor__model__alpha"": 0.01, ""regressor__model__activation"": ""relu""}",0.0,curated (log) + family,2,1,20.653168187359295,25.835833430160957
ensemble,,,curated (log) + family,2,1,13.384836414128072,23.7975743167626
ridge,"{""regressor__model__alpha"": 0.1}",0.0,old 12,2,2,32.16903454972683,27.60753985793156
xgboost,"{""model__n_estimators"": 300, ""model__min_child_weight"": 3, ""model__max_depth"": 5, ""model__learning_rate"": 0.1}",0.0,old 12,2,2,9.10752425005383,23.004322667388717
mlp,"{""regressor__model__solver"": ""adam"", ""regressor__model__learning_rate_init"": 0.001, ""regressor__model__learning_rate"": ""constant"", ""regressor__model__hidden_layer_sizes"": [100, 50], ""regressor__model__alpha"": 0.0001, ""regressor__model__activation"": ""relu""}",0.0,old 12,2,2,19.396929577816078,23.354656924657668
ensemble,,,old 12,2,2,17.296385553382372,20.42105497839935
ridge,"{""regressor__model__alpha"": 0.1}",0.0,curated,2,2,24.99574994456614,20.942057478472492
xgboost,"{""model__n_estimators"": 500, ""model__min_child_weight"": 3, ""model__max_depth"": 5, ""model__learning_rate"": 0.1}",0.0,curated,2,2,4.31270288800784,21.239409134780583
mlp,"{""regressor__model__solver"": ""adam"", ""regressor__model__learning_rate_init"": 0.001, ""regressor__model__learning_rate"": ""constant"", ""regressor__model__hidden_layer_sizes"": [100, 50, 20], ""regressor__model__alpha"": 0.01, ""regressor__model__activation"": ""relu""}",0.0,curated,2,2,20.945808453877998,18.83106437498847
ensemble,,,curated,2,2,14.939951023163166,17.323902919618238
ridge,"{""regressor__model__alpha"": 1}",0.0,curated (log),2,2,23.595977996723118,20.016873908798697
xgboost,"{""model__n_estimators"": 500, ""model__min_child_weight"": 3, ""model__max_depth"": 5, ""model__learning_rate"": 0.1}",0.0,curated (log),2,2,4.31270288800784,21.239409134780583
mlp,"{""regressor__model__solver"": ""adam"", ""regressor__model__learning_rate_init"": 0.001, ""regressor__model__learning_rate"": ""constant"", ""regressor__model__hidden_layer_sizes"": [100, 50, 20], ""regressor__model__alpha"": 0.01, ""regressor__model__activation"": ""relu""}",0.0,curated (log),2,2,21.829717682155078,23.63461465696996
ensemble,,,curated (log),2,2,14.629394245043951,19.06281343997344
xgboost_per_family,"{""alcohol/phenol"": {""model__n_estimators"": 500, ""model__min_child_weight"": 3, ""model__max_depth"": 5, ""model__learning_rate"": 0.01}, ""alkane"": {""model__n_estimators"": 500, ""model__min_child_weight"": 3, ""model__max_depth"": 7, ""model__learning_rate"": 0.01}, ""alkene/alkyne"": {""model__n_estimators"": 300, ""model__min_child_weight"": 3, ""model__max_depth"": 3, ""model__learning_rate"": 0.1}, ""amine"": {""model__n_estimators"": 500, ""model__min_child_weight"": 5, ""model__max_depth"": 5, ""model__learning_rate"": 0.1}}",,curated (log),2,2,7.586269857881721,20.96300787102589
ridge,"{""regressor__model__alpha"": 1}",0.0,curated (log) + family,2,2,22.90719492767031,19.418422990576154
xgboost,"{""model__n_estimators"": 500, ""model__min_child_weight"": 5, ""model__max_depth"": 7, ""model__learning_rate"": 0.1}",0.0,curated (log) + family,2,2,4.260340244253526,21.410924524614302
mlp,"{""regressor__model__solver"": ""adam"", ""regressor__model__learning_rate_init"": 0.001, ""regressor__model__learning_rate"": ""constant"", ""regressor__model__hidden_layer_sizes"": [100, 50, 20], ""regressor__model__alpha"": 0.01, ""regressor__model__activation"": ""relu""}",0.0,curated (log) + family,2,2,19.877659543306706,20.399406765175552
ensemble,,,curated (log) + family,2,2,13.75684494120449,17.507921505435096
ridge,"{""regressor__model__alpha"": 0.1}",0.0,old 12,2,3,29.908208724420476,37.985097025462096
xgboost,"{""model__n_estimators"": 300, ""model__min_child_weight"": 3, ""model__max_depth"": 5, ""model__learning_rate"": 0.1}",0.0,old 12,2,3,8.641634992644196,33.44639728272467
mlp,"{""regressor__model__solver"": ""sgd"", ""regressor__model__learning_rate_init"": 0.1, ""regressor__model__learning_rate"": ""adaptive"", ""regressor__model__hidden_layer_sizes"": [50], ""regressor__model__alpha"": 0.01, ""regressor__model__activation"": ""relu""}",0.0,old 12,2,3,22.386207563937912,42.6704610878521
ensemble,,,old 12,2,3,18.035811296339553,35.76818430592396
ridge,"{""regressor__model__alpha"": 0.1}",0.0,curated,2,3,23.06504343227356,31.854552795751612
xgboost,"{""model__n_estimators"": 500, ""model__min_child_weight"": 3, ""model__max_depth"": 3, ""model__learning_rate"": 0.1}",0.0,curated,2,3,6.689822040045781,33.32856192220205
mlp,"{""regressor__model__solver"": ""adam"", ""regressor__model__learning_rate_init"": 0.001, ""regressor__model__learning_rate"": ""constant"", ""regressor__model__hidden_layer_sizes"": [100, 50, 20], ""regressor__model__alpha"": 0.01, ""regressor__model__activation"": ""relu""}",0.0,curated,2,3,18.179414433193852,22.269939236115878
ensemble,,,curated,2,3,14.404006029140211,27.267470339402582
ridge,"{""regressor__model__alpha"": 0.1}",0.0,curated (log),2,3,21.805976788180192,31.379349418689724
xgboost,"{""model__n_estimators"": 500, ""model__min_child_weight"": 3, ""model__max_depth"": 3, ""model__learning_rate"": 0.1}",0.0,curated (log),2,3,6.689822040045781,33.32856192220205
mlp,"{""regressor__model__solver"": ""adam"", ""regressor__model__learning_rate_init"": 0.001, ""regressor__model__learning_rate"": ""constant"", ""regressor__model__hidden_layer_sizes"": [100, 50, 20], ""regressor__model__alpha"": 0.01, ""regressor__model__activation"": ""relu""}",0.0,curated (log),2,3,18.63889151888871,23.04050978552755
ensemble,,,curated (log),2,3,13.882478671853365,27.11033446346801
xgboost_per_family,"{""alcohol/phenol"": {""model__n_estimators"": 500, ""model__min_child_weight"": 3, ""model__max_depth"": 3, ""model__learning_rate"": 0.01}, ""alkane"": {""model__n_estimators"": 500, ""model__min_child_weight"": 3, ""model__max_depth"": 3, ""model__learning_rate"": 0.1}, ""alkene/alkyne"": {""model__n_estimators"": 500, ""model__min_child_weight"": 3, ""model__max_depth"": 3, ""model__learning_rate"": 0.1}, ""amine"": {""model__n_estimators"": 500, ""model__min_child_weight"": 3, ""model__max_depth"": 5, ""model__learning_rate"": 0.01}}",,curated (log),2,3,9.476306568673305,33.47445883387767
ridge,"{""regressor__model__alpha"": 0.1}",0.0,curated (log) + family,2,3,21.455289407544964,28.88834348036934
xgboost,"{""model__n_estimators"": 500, ""model__min_child_weight"": 3, ""model__max_depth"": 3, ""model__learning_rate"": 0.1}",0.0,curated (log) + family,2,3,6.696915276737583,33.224840840540416
mlp,"{""regressor__model__solver"": ""adam"", ""regressor__model__learning_rate_init"": 0.001, ""regressor__model__learning_rate"": ""constant"", ""regressor__model__hidden_layer_sizes"": [100, 50], ""regressor__model__alpha"": 0.0001, ""regressor__model__activation"": ""relu""}",0.0,curated (log) + family,2,3,17.30814018050071,28.149563890936125
ensemble,,,curated (log) + family,2,3,13.709033637923344,28.556583828080957
ridge,"{""regressor__model__alpha"": 0.1}",0.0,old 12,2,4,31.44936294864337,30.738464815831605
xgboost,"{""model__n_estimators"": 300, ""model__min_child_weight"": 3, ""model__max_depth"": 5, ""model__learning_rate"": 0.1}",0.0,old 12,2,4,8.910968419045593,21.96089638445427
mlp,"{""regressor__model__solver"": ""adam"", ""regressor__model__learning_rate_init"": 0.001, ""regressor__model__learning_rate"": ""constant"", ""regressor__model__hidden_layer_sizes"": [100, 50], ""regressor__model__alpha"": 0.0001, ""regressor__model__activation"": ""relu""}",0.0,old 12,2,4,20.878912229477365,22.64187898652433
ensemble,,,old 12,2,4,17.522934875109325,22.426935180730094
ridge,"{""regressor__model__alpha"": 0.1}",0.0,curated,2,4,24.073162990749385,25.24098578157115
xgboost,"{""model__n_estimators"": 500, ""model__min_child_weight"": 3, ""model__max_depth"": 7, ""model__learning_rate"": 0.1}",0.0,curated,2,4,3.95492559477406,21.381342937584943
mlp,"{""regressor__model__solver"": ""adam"", ""regressor__model__learning_rate_init"": 0.001, ""regressor__model__learning_rate"": ""constant"", ""regressor__model__hidden_layer_sizes"": [100, 50], ""regressor__model__alpha"": 0.0001, ""regressor__model__activation"": ""relu""}",0.0,curated,2,4,19.54520178617159,23.690588954249925
ensemble,,,curated,2,4,13.829404499422022,20.99982027945271
ridge,"{""regressor__model__alpha"": 1}",0.0,curated (log),2,4,22.775245834502822,23.818543798015995
xgboost,"{""model__n_estimators"": 500, ""model__min_child_weight"": 3, ""model__max_depth"": 7, ""model__learning_rate"": 0.1}",0.0,curated (log),2,4,3.95492559477406,21.381342937584943
mlp,"{""regressor__model__solver"": ""adam"", ""regressor__model__learning_rate_init"": 0.001, ""regressor__model__learning_rate"": ""constant"", ""regressor__model__hidden_layer_sizes"": [100, 50, 20], ""regressor__model__alpha"": 0.01, ""regressor__model__activation"": ""relu""}",0.0,curated (log),2,4,19.45286802995893,21.320552444068777
ensemble,,,curated (log),2,4,13.41320006300041,19.520223630049866
xgboost_per_family,"{""alcohol/phenol"": {""model__n_estimators"": 500, ""model__min_child_weight"": 5, ""model__max_depth"": 3, ""model__learning_rate"": 0.01}, ""alkane"": {""model__n_estimators"": 500, ""model__min_child_weight"": 3, ""model__max_depth"": 7, ""model__learning_rate"": 0.01}, ""alkene/alkyne"": {""model__n_estimators"": 500, ""model__min_child_weight"": 3, ""model__max_depth"": 7, ""model__learning_rate"": 0.01}, ""amine"": {""model__n_estimators"": 500, ""model__min_child_weight"": 5, ""model__max_depth"": 7, ""model__learning_rate"": 0.01}}",,curated (log),2,4,12.114584601108609,20.756917127599024
ridge,"{""regressor__model__alpha"": 1}",0.0,curated (log) + family,2,4,22.107590423929526,23.188432901889186
xgboost,"{""model__n_estimators"": 500, ""model__min_child_weight"": 3, ""model__max_depth"": 7, ""model__learning_rate"": 0.1}",0.0,curated (log) + family,2,4,3.942745786041837,21.23625612183321
mlp,"{""regressor__model__solver"": ""adam"", ""regressor__model__learning_rate_init"": 0.001, ""regressor__model__learning_rate"": ""constant"", ""regressor__model__hidden_layer_sizes"": [100, 50, 20], ""regressor__model__alpha"": 0.01, ""regressor__model__activation"": ""relu""}",0.0,curated (log) + family,2,4,20.662535150193168,25.630464040146116
ensemble,,,curated (log) + family,2,4,13.702357612291998,20.864550640381175
