feature_set,model,repeat,fold,rmse,mae,r2,n,rmse_hard
old 12,ensemble,2,2,20.42105497839935,12.34042483952214,0.9449499028760675,250.0,43.858974857868965
old 12,ensemble,2,3,35.76818430592396,15.46943297444326,0.8598679922569779,250.0,91.87871566785489
old 12,ensemble,2,4,22.426935180730094,11.719755244980242,0.9166907087398288,250.0,51.381257441000436
old 12,mlp,0,0,18.40868519466635,10.380766647257104,0.956938356903424,251.0,35.6557506954981
old 12,mlp,0,1,33.926952939041655,14.73451887973625,0.8773615390524943,250.0,76.04907710409302
old 12,mlp,0,2,24.07613211070236,11.588001676577077,0.8910696778248467,250.0,53.33564829606041
old 12,mlp,0,3,20.196957582072663,9.683658431238147,0.9491097667788635,250.0,48.73489329959065
old 12,mlp,0,4,33.616068969267666,17.70546884751224,0.8683333296191359,250.0,62.31942919445294
old 12,mlp,1,0,17.734374410426486,9.826801350323828,0.9643075600950024,251.0,27.402633765215175
old 12,mlp,1,1,21.59341640962041,11.42212256152814,0.9310404242181549,250.0,49.182991438146864
old 12,mlp,1,2,29.27087490510428,13.411900250675288,0.9023026293191259,250.0,68.12981884014526
old 12,mlp,1,3,20.41707031491128,12.50088341220613,0.9469172584081083,250.0,34.197468595441315
old 12,mlp,1,4,24.625572708438646,14.969462360596113,0.9146298832293385,250.0,48.179234099279476
old 12,mlp,2,0,18.837885152772813,9.98971785317231,0.9550091945182431,251.0,36.1290054485139
old 12,mlp,2,1,23.703238102346496,12.497168579689669,0.934457865144763,250.0,47.49063959994362
old 12,mlp,2,2,23.354656924657668,13.275884666071816,0.9279973095836892,250.0,52.22570938331717
old 12,mlp,2,3,42.6704610878521,16.592405273034224,0.8005664469532945,250.0,112.33698741282687
old 12,mlp,2,4,22.64187898652433,12.682553822461054,0.9150861535868572,250.0,49.76887701769141
old 12,ridge,0,0,29.654061273855167,22.724050937041223,0.8882587780202467,251.0,45.042793845292536
old 12,ridge,0,1,36.38319088533582,21.201075621661104,0.8589612179568158,250.0,71.37316285668024
old 12,ridge,0,2,29.608351658691596,19.012588755849333,0.8352581976147815,250.0,59.18417090656582
old 12,ridge,0,3,31.75136446219454,19.703725772369676,0.874227028780112,250.0,70.54347811088701
old 12,ridge,0,4,39.04483183317618,22.79325040452162,0.8223729454575659,250.0,85.99047001202796
old 12,ridge,1,0,33.12612926028665,21.46162520690797,0.8754665914625106,251.0,56.44153977320989
old 12,ridge,1,1,27.919465717500426,19.927739255418714,0.8847167881083245,250.0,51.39385658284411
old 12,ridge,1,2,40.085215624047464,20.948530139139404,0.8167770308919716,250.0,94.65515742676334
old 12,ridge,1,3,27.37649215492166,20.534844728705067,0.9045618317109225,250.0,41.72083659159768
old 12,ridge,1,4,31.578721386980398,21.708103895191947,0.859614491456336,250.0,71.21935642484996
old 12,ridge,2,0,31.185562497244113,21.18102696555616,0.876698987583715,251.0,62.067669398962806
old 12,ridge,2,1,33.95467510991611,21.57275719374459,0.8655055436599057,250.0,61.096505319809324
