cmpdname,nist_id,boiling_point_kelvin,n_measurements,status
Phenylacetylacetoneimine,,,0,not_found
Eicosyl methyl ether,U406294,,0,no_boiling_point
15-Methyltriacontane,R530453,,0,no_boiling_point
Hexadecyl nonyl ether,U406377,,0,no_boiling_point
Hexadecyl pentyl ether,U406418,,0,no_boiling_point
18-Methylhexatriacontane,R337665,,0,no_boiling_point
Methyl octacosyl ether,U406298,,0,no_boiling_point
7-Pentacosanone,,,0,not_found
Guanylhydrazone,,,0,not_found
Solu-Medrol,,,0,not_found
Ascorbic Acid,C50817,,0,no_boiling_point
Erythorbic Acid,,,0,not_found
Dicumarol,C66762,,0,no_boiling_point
Acenocoumarol,C152727,,0,no_boiling_point
Robustic Acid,,,0,not_found
Dihydroxymaleic acid,,,0,not_found
Tenuazonic acid,,,0,not_found
Bromadiolone,,,0,not_found
Deganol,,,0,not_found
L-Tenuazonic acid,,,0,not_found
Lonchocarpic acid,,,0,not_found
Zanthobisquinolone,,,0,not_found
D-ascorbic acid,,,0,not_found
Helipyrone,,,0,not_found
Gerberinol,,,0,not_found
Xerocomic acid,,,0,not_found
Lepidissipyrone,,,0,not_found
8-Prenyllepidissipyrone,,,0,not_found
F8426-propionic acid,F8426-propionic acid,,0,no_boiling_point
Octylsulfanylformic acid,,,0,not_found
Benjaminamide,,,0,not_found
Statrol,,,0,not_found
Butylone,C802575117,,0,no_boiling_point
Isooctadecenoic acid,,,0,not_found
Selanylphosphonic acid,,,0,not_found
Palmitoleamide,,,0,not_found
10Z-Pentacosene,,,0,not_found
11Z-Hentriacontene,,,0,not_found
11Z-Heptacosene,,,0,not_found
11Z-Nonacosene,,,0,not_found
11Z-Pentacosene,,,0,not_found
12Z-Heptacosene,,,0,not_found
12Z-Nonacosene,,,0,not_found
5Z-Pentacosene,,,0,not_found
5Z-Tricosene,,,0,not_found
7Z-Docosene,,,0,not_found
7Z-Hentriacontene,,,0,not_found
7Z-Heptacosene,,,0,not_found
7Z-Nonacosene,,,0,not_found
7Z-Tetracosene,,,0,not_found
8Z-Hexacosene,,,0,not_found
9Z-Hentriacontene,,,0,not_found
9Z-Heptatriacontene,,,0,not_found
9Z-Hexacosene,,,0,not_found
9Z-Pentatriacontene,,,0,not_found
9Z-Tetracosene,,,0,not_found
9Z-Tritriacontene,,,0,not_found
11-Methyldotriacontane,R528148,,0,no_boiling_point
11-Methyltriacontane,R494941,,0,no_boiling_point
12-Methylhentriacontane,,,0,not_found
13-Methylpentatriacontane,R261568,,0,no_boiling_point
13-Methyltetratriacontane,R390542,,0,no_boiling_point
15-Methylhentetracontane,,,0,not_found
15-Methyltetratriacontane,R390557,,0,no_boiling_point
5-Methyldotriacontane,R530626,,0,no_boiling_point
7-Methyldotriacontane,R530666,,0,no_boiling_point
Naloxegol,,,0,not_found
16-Methylhentriacontane,,,0,not_found
4-Aminophenylboric acid,,,0,not_found
3'-Hydroxythiamylal,,,0,not_found
Cocinic acid,,,0,not_found
Ethylone,,,0,not_found
Gln-Val,,,0,not_found
Hapalocyclamide,,,0,not_found
N-Ethylpentylone,,,0,not_found
Eutylone,,,0,not_found
Epoxyconiferyl Alcohol,,,0,not_found
Diabolic acid,,,0,not_found
Oryzarol,,,0,not_found
Isobutyl tetradecyl ether,U406327,,0,no_boiling_point
Isobutyl octadecyl ether,U406329,,0,no_boiling_point
Isobutyl hexadecyl ether,U406328,,0,no_boiling_point
Docosyl isopropyl ether,U406344,,0,no_boiling_point
Verniceic acid,,,0,not_found
Finerenone,Finerenone,,0,no_boiling_point
Pentylone,C698963778,,0,no_boiling_point
Hydroxyprolyl-Glutamine,,,0,not_found
Azoxystrobin acid,,,0,not_found
n-Ethylveratramine,,,0,not_found
n-Propylveratramine,,,0,not_found
Lateriticone,R323354,,0,no_boiling_point
Darolutamide,,,0,not_found
Dihomocholic acid,,,0,not_found
Oxathiine amide sulfone,,,0,not_found
Bifenazate-diazene,,,0,not_found
THPI Diol,,,0,not_found
3'-Aminoflavone,,,0,not_found
Aspirin and oxycodone,,,0,not_found
Secodemethylclausenamide,,,0,not_found
Dinordeoxycholic acid,,,0,not_found
Norhyodeoxycholic acid,,,0,not_found
Crystamine,,,0,not_found
Actinidic Acid,,,0,not_found
Leucisterol,,,0,not_found
Fenpropimorphic acid,,,0,not_found
Melledonal,,,0,not_found
Arnamiol,,,0,not_found
11-Heptadecenoic acid,,,0,not_found
12-Methylhexatriacontane,,,0,not_found
4-Methylhentriacontane,R505472,,0,no_boiling_point
10-Methyltetratriacontane,R337398,,0,no_boiling_point
4-Methyltritriacontane,R505487,,0,no_boiling_point
15-Hentriacontanol,,,0,not_found
Glycohyocholic acid,,,0,not_found
11-Oxooctacosanoic acid,,,0,not_found
13-Tetracosenoic acid,,,0,not_found
2-Hexacosanone,,,0,not_found
11-Methylnonatriacontane,,,0,not_found
11-Methyltetratriacontane,R390537,,0,no_boiling_point
Dorsteniol,,,0,not_found
Fenquinotrione,,,0,not_found
Nostocionone,,,0,not_found
Keto meromycolic acid,,,0,not_found
Dierucic Acid,,,0,not_found
Vitravene,,,0,not_found
Tafluprost ethyl amide,,,0,not_found
7-Hydroxy Bexarotene,,,0,not_found
Xylene sulfonic acid,,,0,not_found
Omaveloxolone,,,0,not_found
Nematoic acid,,,0,not_found
Fenprostalene,,,0,not_found
Stigmastentriol,,,0,not_found
Murrayenol,,,0,not_found
Anhydrocinnzeylanol,,,0,not_found
Co-Artemether,,,0,not_found
Byrsonic acid,,,0,not_found
Auricolic acid,,,0,not_found
Carissic acid,,,0,not_found
Micromeric acid,,,0,not_found
Camellenodiol,,,0,not_found
Oxycodegol,,,0,not_found
Azukisapogenol,,,0,not_found
Solanocardinol,,,0,not_found
Amasterol,,,0,not_found
Isomargaritene,,,0,not_found
3-Deoxyryanodol,,,0,not_found
Gadermandiol,,,0,not_found
3-Keto Fusidic Acid,,,0,not_found
Coconut oil fatty acid,,,0,not_found
PEG-3 oleamine,,,0,not_found
Cefiderocol,,,0,not_found
N-Acetyldjenkolic acid,,,0,not_found
2-Acetoxytricosanoic acid,,,0,not_found
Pectachol,,,0,not_found
Ambolic acid,,,0,not_found
Ambonic acid,,,0,not_found
Spiroxamine-aminodiol,,,0,not_found
Triazole lactic acid,,,0,not_found
O-methyloxime hexadecanal,R213702,,0,no_boiling_point
Lycoperdic acid,,,0,not_found
Auberganol,,,0,not_found
Reticulatamone,,,0,not_found
Reticulatamol,,,0,not_found
3-Nonadecylphenol,,,0,not_found
20-Fluoroeicosanoic acid,,,0,not_found
Apodophyllone,R301765,,0,no_boiling_point
Docosyl ethyl ether,U406367,,0,no_boiling_point
2-Tetracosanone,,,0,not_found
14-Nonacosanone,C34394111,,0,no_boiling_point
Propyl triacontyl ether,U406286,,0,no_boiling_point
Grewinol,,,0,not_found
Deoxygadusol,,,0,not_found
3-Methyltetratriacontane,,,0,not_found
18-Methylpentatriacontane,,,0,not_found
Cajaquinone,,,0,not_found
13-Methylhexatriacontane,R337630,,0,no_boiling_point
15-Methylhexatriacontane,R337645,,0,no_boiling_point
17-Methylhexatriacontane,R337650,,0,no_boiling_point
8-Methyltritriacontane,R530686,,0,no_boiling_point
Stenocereol,,,0,not_found
5-Heptacosylresorcinol,,,0,not_found
5-Nonacosylresorcinol,,,0,not_found
12-Hentriacontanone,C16329854,,0,no_boiling_point
Thiacloprid-amide,,,0,not_found
Butyl eicosyl ether,U406407,,0,no_boiling_point
Rurioctocog alfa pegol,,,0,not_found
Zuranolone,,,0,not_found
Calcium aspartic acid,,,0,not_found
Eicosyl nonyl ether,U406378,,0,no_boiling_point
Butyl octacosyl ether,U406411,,0,no_boiling_point
Nonyl tetracosyl ether,U406380,,0,no_boiling_point
Octyl tetracosyl ether,U406390,,0,no_boiling_point
Pentyl octadecyl ether,U406419,,0,no_boiling_point
Docosyl octyl ether,U406389,,0,no_boiling_point
Docosyl nonyl ether,U406379,,0,no_boiling_point
Butyl tetracosyl ether,U406409,,0,no_boiling_point
Docosyl pentyl ether,U406421,,0,no_boiling_point
Nonyl octacosyl ether,U406382,,0,no_boiling_point
Eicosyl octyl ether,U406388,,0,no_boiling_point
Octacosyl pentyl ether,U406424,,0,no_boiling_point
Ethyl tetracosyl ether,U406368,,0,no_boiling_point
Nonyl tetradecyl ether,U406376,,0,no_boiling_point
Eicosyl pentyl ether,U406420,,0,no_boiling_point
Octadecyl octyl ether,U406387,,0,no_boiling_point
Octacosyl propyl ether,U406285,,0,no_boiling_point
Ethyl octacosyl ether,U406370,,0,no_boiling_point
Pentyl tetracosyl ether,U406422,,0,no_boiling_point
Dodecyl nonyl ether,U406375,,0,no_boiling_point
Dioleoylethanolamine,,,0,not_found
3'-Hydroxythiopental,,,0,not_found
Pentyl tetradecyl ether,U406417,,0,no_boiling_point
18-Hydroxylinoleic acid,,,0,not_found
Decapropylene glycol,,,0,not_found
Clupadonic acid,,,0,not_found
Methoxyspheroidenone,,,0,not_found
Dihomotaxoleic acid,,,0,not_found
Docosyl isobutyl ether,U406331,,0,no_boiling_point
Trigallic Acid,,,0,not_found
14c-Glycocholic acid,,,0,not_found
Macaene,,,0,not_found
Hexacosyl propyl ether,U406284,,0,no_boiling_point
Ethyl hexacosyl ether,U406369,,0,no_boiling_point
16-Methyltritriacontane,R530577,,0,no_boiling_point
Eicosyl propyl ether,U406281,,0,no_boiling_point
Propyl tetracosyl ether,U406283,,0,no_boiling_point
Butyl triacontyl ether,U406412,,0,no_boiling_point
Eicosyl isopropyl ether,U406343,,0,no_boiling_point
Isopropyl hexacosyl ether,U406346,,0,no_boiling_point
Isopropyl octacosyl ether,U406347,,0,no_boiling_point
Dotriacontyl propyl ether,U406287,,0,no_boiling_point
Heptyl hexadecyl ether,U406394,,0,no_boiling_point
Docosyl heptyl ether,U406397,,0,no_boiling_point
Heptyl tetracosyl ether,U406398,,0,no_boiling_point
Heptyl hexacosyl ether,U406399,,0,no_boiling_point
Heptyl octacosyl ether,U406400,,0,no_boiling_point
Heptyl triacontyl ether,U406401,,0,no_boiling_point
Eicosyl isobutyl ether,U406330,,0,no_boiling_point
Isobutyl tetracosyl ether,U406332,,0,no_boiling_point
Hexacosyl isobutyl ether,U406333,,0,no_boiling_point
Isobutyl octacosyl ether,U406334,,0,no_boiling_point
Isobutyl triacontyl ether,U406335,,0,no_boiling_point
Hexacosyl nonyl ether,U406381,,0,no_boiling_point
Butyl hexacosyl ether,U406410,,0,no_boiling_point
Dotriacontyl methyl ether,U406300,,0,no_boiling_point
Dotriacontyl ethyl ether,U406372,,0,no_boiling_point
Butyl dotriacontyl ether,U406413,,0,no_boiling_point
Hexacosyl pentyl ether,U406423,,0,no_boiling_point
Pentyl triacontyl ether,U406425,,0,no_boiling_point
Cubebinone,C101751717,,0,no_boiling_point
11-Hentriacontanone,C1201402847,,0,no_boiling_point
alpha-Chenopodiol,,,0,not_found
Acetylgynuramine,R178095,,0,no_boiling_point
Gynuramine,R178199,,0,no_boiling_point
3-Hydroxyisodavanone,R226649,,0,no_boiling_point
7-Diacetyllycopsamine,R227895,,0,no_boiling_point
Isocalamenediol,C25330216,,0,no_boiling_point
3'-Hydroxycyclobarbital,,,0,not_found
3'-Hydroxysecobarbital,,,0,not_found
Isotorquatone,R301770,,0,no_boiling_point
gamma-Ponalactone,,,0,not_found
Febutol,R38939,,0,no_boiling_point
Cedrane diol,R396817,,0,no_boiling_point
11-Heptacosene,R406865,,0,no_boiling_point
6-Hydroxyacetoxytropane,R421735,,0,no_boiling_point
6-Tigloyloxyhyoscyamine,R421740,,0,no_boiling_point
Epi-cryptomeridiol,R435640,,0,no_boiling_point
11-Methylsqualene,R435922,,0,no_boiling_point
Me-dihydrophaseic acid,R487428,,0,no_boiling_point
2-Methylpropiovanillone,R490845,,0,no_boiling_point
6-Methylhentriacontane,R505749,,0,no_boiling_point
7-Tigloyllacopsamine,R516531,,0,no_boiling_point
11-Hentriacontene,R528004,,0,no_boiling_point
13-Hentriacontene,R528059,,0,no_boiling_point
13-Tritriacontene,R528079,,0,no_boiling_point
15-Tritriacontene,R528108,,0,no_boiling_point
16-Tritriacontene,R528113,,0,no_boiling_point
14-Methyltritriacontane,R530562,,0,no_boiling_point
Thiometon sulfone,,,0,not_found
Simetryn sylfone,R543776,,0,no_boiling_point
10-Octylhenicosane,,,0,not_found
Desethylretusamine,R590282,,0,no_boiling_point
Grahamine,R590297,,0,no_boiling_point
13-Heptatricosene,R608467,,0,no_boiling_point
14-Heptatricosene,R608487,,0,no_boiling_point
15-Heptatricosene,R608521,,0,no_boiling_point
16-Heptatricosene,R608541,,0,no_boiling_point
9-Heptatricosene,R608596,,0,no_boiling_point
Illidol,R617817,,0,no_boiling_point
T-2 Tetrol,,,0,not_found
Demeton thiono sulfone,,,0,not_found
Deoxyadlupulone,,,0,not_found
21-Hydroxyeplerenone,,,0,not_found
Metatartaric acid,,,0,not_found
Thudichumic acid,,,0,not_found
14Z-docosenoic acid,,,0,not_found
N-palmitoleyl glutamine,,,0,not_found
Lipofectamine,,,0,not_found
Dihomolithocholic acid,,,0,not_found
Dihomodeoxycholic acid,,,0,not_found
Dinorlithocholic acid,,,0,not_found
18Z-heptacosenoic acid,,,0,not_found
22Z-Hentriacontenoic acid,,,0,not_found
Isonigerone,,,0,not_found
Carindone,,,0,not_found
Isoaurasperone,,,0,not_found
Cheritamine,,,0,not_found
Mantillamide,,,0,not_found
Sagittariol,,,0,not_found
11-Methylgerberinol,,,0,not_found
Autumnalamide,,,0,not_found
Stenosporic acid,,,0,not_found
17-Hydroxylinoleic acid,,,0,not_found
10-Hydroxylinoleic acid,,,0,not_found
Phlomic acid,,,0,not_found
Fredricksonic acid,,,0,not_found
N-benzyltetracosanamide,,,0,not_found
HWG 1608-pentanoic acid,,,0,not_found
5-Methylethylone,,,0,not_found
Perfluorotriheptyl amine,,,0,not_found
Homodeoxycholic acid,,,0,not_found
Dinorhyocholic acid,,,0,not_found
Norhyocholic acid,,,0,not_found
Homohyocholic acid,,,0,not_found
Dihomohyocholic acid,,,0,not_found
Homohyodeoxycholic acid,,,0,not_found
Dihomohyodeoxycholic acid,,,0,not_found
Dinormurideoxycholic acid,,,0,not_found
Normurideoxycholic acid,,,0,not_found
Homomurideoxycholic acid,,,0,not_found
Dinoravicholic acid,,,0,not_found
Noravicholic acid,,,0,not_found
Homoavicholic acid,,,0,not_found
Dihomoavicholic acid,,,0,not_found
PEG-3 oleamide,,,0,not_found
Cetyl dimethicone,,,0,not_found
Cetyl PEG-8 Dimethicone,,,0,not_found
Lauryl PEG-8 Dimethicone,,,0,not_found
Kurahyne,,,0,not_found
Aurantiumal,,,0,not_found
Microseiramide,,,0,not_found
Bromoanaindolone,,,0,not_found
Gadopentetic-acid,,,0,not_found
Sorbityl Furfural,,,0,not_found
Silicomolybdic acid,,,0,not_found
Dendrotrifidic acid,,,0,not_found
5-Hexatriacontanone,,,0,not_found
Acrocarpunilactone,,,0,not_found
Actinomiaolone,,,0,not_found
alpha-Hyocholic acid,,,0,not_found
3'-Methoxyfukiic acid,,,0,not_found
Adhumulinic acid,,,0,not_found
10-Acetoxytoxol,,,0,not_found
Neodactylifric acid,,,0,not_found
8-Methoxygravelliferone,,,0,not_found
Artoflavanone,,,0,not_found
Dihydrowyerone,,,0,not_found
Rosmic acid,,,0,not_found
Absindiol,,,0,not_found
Flazine methyl ether,,,0,not_found
Gravolenic acid,,,0,not_found
Hydroxyisoergosterol,,,0,not_found
Cyclostenol,,,0,not_found
Liquoric acid,,,0,not_found
Marminal,,,0,not_found
Crispanone,,,0,not_found
Isomasticadienonalic acid,,,0,not_found
Camelledionol,,,0,not_found
Nomilinic acid,,,0,not_found
Armillane,,,0,not_found
Muricatenol,,,0,not_found
Hovenolactone,,,0,not_found
3alpha-Hydroxyoreadone,,,0,not_found
Mangiferadiol,,,0,not_found
Nigellic acid,,,0,not_found
Amlaic acid,,,0,not_found
Albigenic acid,,,0,not_found
Rubinic acid,,,0,not_found
Ursololactone,,,0,not_found
Marasmal,,,0,not_found
Quassinol,,,0,not_found
Isoachifolidiene,,,0,not_found
Crispane,,,0,not_found
Glypallidifloric acid,,,0,not_found
Coriandrinonediol,,,0,not_found
Capsorubinidione,,,0,not_found
Wyerol,,,0,not_found
Syringin methyl ether,,,0,not_found
Isoamericanol,,,0,not_found
Raphanusamide,,,0,not_found
Italidipyrone,,,0,not_found
Hispolone,,,0,not_found
Setariol,,,0,not_found
Farnesic acid,Farnesic acid,,0,no_boiling_point
Bolekolic acid,,,0,not_found
9Z-Tricosenoic acid,,,0,not_found
21Z-Hexacosenoic acid,,,0,not_found
5Z-Nonadecenoic acid,,,0,not_found
14Z-Hexacosenoic acid,,,0,not_found
6Z-Eicosenoic acid,,,0,not_found
16Z-eicosenoic acid,,,0,not_found
Lanoceric acid,,,0,not_found
Ventosic acid,,,0,not_found
Oxoceromelissic acid,,,0,not_found
Ketochaulmoogric acid,,,0,not_found
Strophanthus acid,,,0,not_found
Chrysobalanic acid,,,0,not_found
Dihomopinolenic acid,,,0,not_found
Eranthic acid,,,0,not_found
Cryptomaldamide,,,0,not_found
Allantoin Panthenol,,,0,not_found
Olive acid,,,0,not_found
Caldoramide,,,0,not_found
Nebraskanic acid,,,0,not_found
vitamin E-tpgs amine,,,0,not_found
Levomefolic acid,,,0,not_found
Dihydrofolic acid,,,0,not_found
Inosinic Acid,,,0,not_found
Folic Acid,C59303,,0,no_boiling_point
Oxypurinol,,,0,not_found
Allopurinol,C315300,,0,no_boiling_point
Colazal,,,0,not_found
Dimethirimol,,,0,not_found
Ethirimol,C23947606,,0,no_boiling_point
Tetrahydrofolic acid,,,0,not_found
Eltrombopag olamine,,,0,not_found
Hydroxystilbamide,,,0,not_found
5-Quinazolinol,,,0,not_found
Thelephoric acid,,,0,not_found
Bemotrizinol,,,0,not_found
Apabetalone,,,0,not_found
Acetil acid,,,0,not_found
Pemetrexed ditromethamine,,,0,not_found
Sethoxydim sulfone,,,0,not_found
Opicapone,,,0,not_found
7-Quinazolinol,,,0,not_found
5-Cinnolinol,,,0,not_found
Fefol,,,0,not_found
Clethodim Sulfone,,,0,not_found
Heptaglutamyl folic acid,,,0,not_found
Myrsinone,,,0,not_found
Blighinone,,,0,not_found
Clethodim-sulfone,,,0,not_found
Wuhanic acid,,,0,not_found
13-Methoxyeicosanoic acid,,,0,not_found
Triazole pyruvic acid,,,0,not_found
Mycosporine glutaminol,,,0,not_found
Parguerene,,,0,not_found
Mitsoamide,,,0,not_found
Odoamide,,,0,not_found
Aspergisidone,,,0,not_found
Talarosterone,,,0,not_found
Puna'auic acid,,,0,not_found
Croissamide,,,0,not_found
Floridamide,,,0,not_found
BH 479-13 deschloro acid,,,0,not_found
SZX 0722-carboxylic acid,,,0,not_found
Pencycuron-ketone,,,0,not_found
F8426-dicarboxylic acid,,,0,not_found
Lenacil-Sulfuric acid,,,0,not_found
BAJ 2740-enol,,,0,not_found
Isogibberellic acid,,,0,not_found
BF 480 alcohol,,,0,not_found
Spiroxamine-acid,,,0,not_found
Aglycone,,,0,not_found
Triazolyl-glycerine acid,,,0,not_found
Butyric diacid,,,0,not_found
Triazolinone-carboxamide,,,0,not_found
Mabuniamide,,,0,not_found
Kyanamide,,,0,not_found
Amantamide,,,0,not_found
Maedamide,,,0,not_found
Tricholactone,,,0,not_found
Sphaerocyclamide,,,0,not_found
Dermateic acid,,,0,not_found
Nisitrol,,,0,not_found
Palytoxin carboxylic acid,,,0,not_found
Scytodecamide,,,0,not_found
Anaenoic acid,,,0,not_found
Ikoamide,,,0,not_found
Hectoramide,,,0,not_found
Odobromoamide,,,0,not_found
Deoxykasumigamide,,,0,not_found
Nostopyrrolidonamide,,,0,not_found
Pembamide,,,0,not_found
Capecchic acid,,,0,not_found
Bergstromic acid,,,0,not_found
Motobamide,,,0,not_found
Stigolone,,,0,not_found
Aplysiadione,,,0,not_found
Dysideapyrrolidone,,,0,not_found
Aplysiaenal,,,0,not_found
Spironostoic acid,,,0,not_found
Beru'amide,,,0,not_found
Caciqueamide,,,0,not_found
Nostovalerolactone,,,0,not_found
Dehydronostovalerolactone,,,0,not_found
Foigeic acid,Foigeic acid,,0,no_boiling_point
Neonatic acid,,,0,not_found
Matereic acid,,,0,not_found
Patroneic acid,,,0,not_found
Lavoisieric acid,,,0,not_found
Orbonaic acid,,,0,not_found
Samuelssonic acid,,,0,not_found
Vaneic acid,,,0,not_found
Yamanakanic acid,,,0,not_found
Coreynic acid,,,0,not_found
Bukeic acid,,,0,not_found
Progigneic acid,,,0,not_found
Nativitatic acid,,,0,not_found
Prenateic acid,,,0,not_found
Feteic acid,,,0,not_found
Erythrosine alumane,,,0,not_found
Lingaoamide,,,0,not_found
Graphilane,,,0,not_found
Cladamide,,,0,not_found
Terminaliamide,,,0,not_found
Uniflorsterone,,,0,not_found
Glutinosterone,,,0,not_found
Petromyzestrosterol,,,0,not_found
beta-Cortolonic acid,,,0,not_found
8Z-nonadecenoic acid,,,0,not_found
20E-tetracosenoic acid,,,0,not_found
15Z-heneicosenoic acid,,,0,not_found
14Z-tetracosenoic acid,,,0,not_found
Cudlmanic acid,,,0,not_found
Cvackaic acid,,,0,not_found
Urbanic acid,,,0,not_found
Vojiroic acid,,,0,not_found
Sarekensane,,,0,not_found
Kancollosterone,,,0,not_found
Vernoglabrosterol,,,0,not_found
18E-tetradocosenoic acid,,,0,not_found
1-Juniperoyl glycerol,,,0,not_found
22-Hydroxyclerosterol,,,0,not_found
2-Juniperoyl glycerol,,,0,not_found
Abronione,,,0,not_found
Acaulesterone,,,0,not_found
15-Methylheptadecanamide,,,0,not_found
Bathoristerone,,,0,not_found
Callyspongendiol,,,0,not_found
Ceratoxanthone,,,0,not_found
Forsskamide,,,0,not_found
Heterophynone,,,0,not_found
Implexaflavone,,,0,not_found
Juniperoyl ethanolamide,,,0,not_found
Leucocholic Acid,,,0,not_found
Lycopenal,,,0,not_found
Mboudiexanthone,,,0,not_found
Mutanamide,,,0,not_found
Nuciferoic Acid,,,0,not_found
Polyneuric acid,,,0,not_found
Poprunellelactone,,,0,not_found
Rehmagluamide,,,0,not_found
Rhombifoliamide,,,0,not_found
Saxosterol,,,0,not_found
Tetradehydrolycopenal,,,0,not_found
Tucupentol,,,0,not_found
Turneroic acid,,,0,not_found
Uncariursanic acid,,,0,not_found
Welwitschianic acid,,,0,not_found
Zenkersterone,,,0,not_found
Stromectol,,,0,not_found
Hennaminal,,,0,not_found
4-Deoxygudasol,,,0,not_found
Triproamide,,,0,not_found
Hennamide,,,0,not_found
