strategy,seed,experiment,row,boiling_point,in_spec,hits,cmpdname
random,4,95,974,447.15,False,17,(S)-1-Octen-3-ol
random,4,96,426,426.41115,False,17,"3,4,4-Trimethyl-3-pentanol"
random,4,97,88,364.15,False,17,N-Methylbutylamine
random,4,98,1234,453.15,True,18,"4,4,5-Trimethyloctane"
random,4,99,869,374.95,False,18,"3,4-Dimethyl-1,5-hexadiene"
random,4,100,654,534.65,False,18,7-Ethyl-2-methyl-4-undecanol
random,4,101,59,272.65,False,18,Butane
random,4,102,692,392.7,False,18,2-Methyl-4-penten-2-ol
random,4,103,802,426.15,False,18,"3,4-Dimethylpentan-2-ol"
random,4,104,457,452.15,False,18,"2,5-Dimethylnonane"
random,4,105,799,404.15,False,18,"2-Butene-1,4-diol"
random,4,106,905,438.65,False,18,"3,4,4-Trimethylhexan-3-ol"
random,4,107,706,612.15,False,18,2-Methylnonadecane
random,4,108,727,492.55,False,18,3-Dodecyne
random,4,109,768,433.15,False,18,"2,3,3-Trimethyl-2-pentanol"
random,4,110,788,471.65,True,19,4-Undecyne
random,4,111,1072,514.75,False,19,Hotrienol
random,4,112,89,393.15,False,19,"N,N'-Dimethylethylenediamine"
random,4,113,473,403.95,False,19,Isoamyl alcohol
random,4,114,1174,455.9,True,20,"2,2,6,6-Tetramethyloctane"
random,4,115,714,402.65,False,20,"2,4-Hexadiyne"
random,4,116,661,478.65,False,20,"3,3-Dimethyl-1,2-butanediol"
random,4,117,946,388.4,False,20,N-Methyldipropylamine
random,4,118,830,472.15,True,21,4-Ethyl-5-methylnonane
random,4,119,615,484.75,False,21,2-Methyl-1-undecene
random,4,120,597,370.15,False,21,3-Octyn-1-ol
random,4,121,730,392.3,False,21,"6-Methyl-1,5-heptadiene"
random,4,122,783,511.15,False,21,3-Tridecyne
random,4,123,116,568.95,False,21,1-Tetradecanol
random,4,124,952,353.15,False,21,"2,4-Hexadiene"
random,4,125,688,349.15,False,21,"1,2-Hexadiene"
random,4,126,938,447.15,False,21,"2,2,3,5-Tetramethylheptane"
random,4,127,626,557.0,False,21,"2,5,8,11-Tetraoxatridecan-13-ol"
random,4,128,391,436.15,False,21,"2,6-Dimethyl-2-octene"
random,4,129,764,435.06,False,21,"3,3,4-Trimethylheptane"
random,4,130,20,169.35,False,21,Ethylene
random,4,131,346,426.15,False,21,3-Methyl-2-hexanol
random,4,132,1039,409.68,False,21,trans-3-Nonene
random,4,133,408,445.15,False,21,1-Butoxy-2-propanol
random,4,134,951,350.15,False,21,"3-Methyl-1,3-pentadiene"
random,4,135,226,446.15,False,21,2-Methyl-2-heptanol
random,4,136,561,378.65,False,21,Butylallene
random,4,137,1124,790.15,False,21,1-Nonatriacontene
random,4,138,1023,501.2,False,21,cis-3-Tridecene
random,4,139,1011,612.15,False,21,Oleylamine
random,4,140,519,377.15,False,21,"N,N-Dimethylethylenediamine"
random,4,141,611,438.65,False,21,6-Methylheptan-3-ol
random,4,142,870,426.96,False,21,"2,2,4,4-Tetramethylhexane"
random,4,143,347,445.56825,False,21,"2,2-Dimethyl-1-hexanol"
random,4,144,874,436.16,False,21,3-Ethyl-4-methylheptane
random,4,145,55,554.25,False,21,Bis(2-ethylhexyl)amine
random,4,146,414,365.15,False,21,2-Methyl-1-hexene
random,4,147,1181,445.15,False,21,2-Methyl-4-isopropylheptane
random,4,148,68,378.05,False,21,"2,4,4-Trimethyl-2-pentene"
random,4,149,1053,478.32,False,21,cis-6-Dodecene
random,4,150,678,575.34,False,21,9-Dodecyn-1-ol
mw_heuristic,4,1,1172,454.15,True,1,"3,3,4,5-Tetramethylheptane"
mw_heuristic,4,2,1171,452.8,False,1,"2,2,3,3-Tetramethylheptane"
mw_heuristic,4,3,1210,450.15,False,1,3-Methyl-4-isopropylheptane
mw_heuristic,4,4,759,479.15,False,1,"2,4-Hexanediol"
mw_heuristic,4,5,902,391.2,False,1,5-Methyl-3-heptyne
mw_heuristic,4,6,566,491.65,False,1,2-Butylhexanol
mw_heuristic,4,7,100,431.65,False,1,2-Allyloxyethanol
mw_heuristic,4,8,1217,477.15,False,1,4-Methyl-2-(2-methylpropyl)pentan-1-ol
mw_heuristic,4,9,636,441.15,False,1,N-Heptylmethylamine
mw_heuristic,4,10,1096,453.15,True,2,"2,7-Dimethylnonane"
mw_heuristic,4,11,278,465.85,True,3,1-Undecene
mw_heuristic,4,12,696,455.44,True,4,Undec-4-ene
mw_heuristic,4,13,699,465.45,True,5,5-Undecene
mw_heuristic,4,14,825,463.85,True,6,2-Methyl-1-decene
mw_heuristic,4,15,1021,466.15,True,7,(E)-4-Undecene
mw_heuristic,4,16,967,502.15,False,7,Nerol
mw_heuristic,4,17,57,497.15,False,7,(-)-Citronellol
mw_heuristic,4,18,1001,524.74,False,7,(E)-3-Decenol
mw_heuristic,4,19,1061,524.74,False,7,2-Decen-1-ol
mw_heuristic,4,20,1092,524.74,False,7,Dec-4-en-1-ol
mw_heuristic,4,21,276,447.15,False,7,1-Decyne
mw_heuristic,4,22,322,437.15,False,7,"1,9-Decadiene"
mw_heuristic,4,23,330,451.15,False,7,5-Decyne
mw_heuristic,4,24,348,437.4,False,7,4-Decyne
mw_heuristic,4,25,352,439.15,False,7,Dihydromyrcene
mw_heuristic,4,26,45,426.15,False,7,Tripropylamine
mw_heuristic,4,27,331,471.15,True,8,Nonylamine
mw_heuristic,4,28,334,445.15,False,8,"N,N-Dimethylheptylamine"
mw_heuristic,4,29,376,432.15,False,8,N-Methyldibutylamine
mw_heuristic,4,30,563,351.65,False,8,n-Methyloctan-1-amine
mw_heuristic,4,31,997,460.44,True,9,"(E,E,Z)-Undeca-1,3,5,8-tetraene"
mw_heuristic,4,32,1076,456.28,True,10,"1,3,5-Undecatriene"
mw_heuristic,4,33,83,506.15,False,10,"2,5-Dimethyl-2,5-hexanediol"
mw_heuristic,4,34,109,481.15,False,10,2-(Hexyloxy)ethanol
mw_heuristic,4,35,133,503.25,False,10,"2,2,4-Trimethyl-1,3-pentanediol"
mw_heuristic,4,36,537,418.15,False,10,"1,8-Octanediol"
mw_heuristic,4,37,572,370.65,False,10,Tris(2-aminoethyl)amine
mw_heuristic,4,38,54,505.15,False,10,"N,N-Bis(3-aminopropyl)methylamine"
mw_heuristic,4,39,42,438.2,False,10,"N,N,N',N'-Tetramethyl-1,3-butanediamine"
mw_heuristic,4,40,123,394.15,False,10,"N,N-Diisopropylethylenediamine"
mw_heuristic,4,41,39,653.15,False,10,Xylitol
mw_heuristic,4,42,668,514.75,False,10,"3,7-Dimethylocta-1,5,7-trien-3-ol"
mw_heuristic,4,43,1072,514.75,False,10,Hotrienol
mw_heuristic,4,44,559,469.15,True,11,1-Undecyne
mw_heuristic,4,45,712,471.09534,True,12,5-Undecyne
mw_heuristic,4,46,518,327.65,False,12,"N,N,N'-Triethylethylenediamine"
mw_heuristic,4,47,520,441.15,False,12,"N,N,N',N'-Tetramethyl-1,4-butanediamine"
mw_heuristic,4,48,221,467.9,True,13,3-Nonanol
mw_heuristic,4,49,239,466.65,True,14,2-Nonanol
mw_heuristic,4,50,319,446.15,False,14,"3,6-Dimethyl-3-heptanol"
mw_heuristic,4,51,351,479.15,False,14,Isononyl alcohol
mw_heuristic,4,52,379,466.15,True,15,"3,5,5-Trimethyl-1-hexanol"
mw_heuristic,4,53,409,462.15,True,16,3-Methyl-3-octanol
mw_heuristic,4,54,412,465.65,True,17,4-Nonanol
mw_heuristic,4,55,467,448.15,False,17,"2,6-Dimethyl-3-heptanol"
mw_heuristic,4,56,468,452.15,False,17,"3,5-Dimethyl-4-heptanol"
mw_heuristic,4,57,533,452.15,False,17,4-Ethyl-4-heptanol
mw_heuristic,4,58,594,443.15,False,17,"2,6-Dimethyl-2-heptanol"
mw_heuristic,4,59,646,443.15,False,17,"2,2,3-Trimethylhexan-3-ol"
mw_heuristic,4,60,658,454.65,True,18,2-Methyl-3-octanol
mw_heuristic,4,61,669,465.4,True,19,4-Methyl-2-propylpentan-1-ol
mw_heuristic,4,62,735,439.15,False,19,"2,2,4,4-Tetramethylpentan-3-ol"
mw_heuristic,4,63,769,453.22759,True,20,4-Methyl-4-octanol
mw_heuristic,4,64,811,451.05,False,20,"3-Ethyl-2,4-dimethylpentan-3-ol"
mw_heuristic,4,65,864,479.15,False,20,6-Methyloctan-1-ol
mw_heuristic,4,66,905,438.65,False,20,"3,4,4-Trimethylhexan-3-ol"
mw_heuristic,4,67,906,444.86543,False,20,"2,4,4-Trimethyl-3-hexanol"
mw_heuristic,4,68,978,447.15,False,20,"3-Ethyl-2,2-dimethyl-3-pentanol"
mw_heuristic,4,69,981,453.15,True,21,3-Methyl-4-octanol
mw_heuristic,4,70,1108,447.15,False,21,"2,2-Dimethyl-4-heptanol"
mw_heuristic,4,71,1178,452.15,False,21,"2,3,4-Trimethylhexan-3-ol"
mw_heuristic,4,72,1211,468.15,True,22,2-Ethyl-4-methylhexan-1-ol
mw_heuristic,4,73,734,462.0,True,23,"1,10-Undecadiene"
mw_heuristic,4,74,786,479.15,False,23,2-Undecyne
mw_heuristic,4,75,787,473.15,False,23,3-Undecyne
mw_heuristic,4,76,788,471.65,True,24,4-Undecyne
mw_heuristic,4,77,1216,457.05,True,25,"3,3-Dimethylnon-4-yne"
mw_heuristic,4,78,279,440.15,False,25,2-Methylnonane
mw_heuristic,4,79,295,410.15,False,25,"2,2,5,5-Tetramethylhexane"
mw_heuristic,4,80,297,433.15,False,25,"2,7-Dimethyloctane"
mw_heuristic,4,81,306,426.15,False,25,"2,5,5-Trimethylheptane"
mw_heuristic,4,82,325,447.25,False,25,Decane
mw_heuristic,4,83,337,431.15,False,25,"2,6-Dimethyloctane"
mw_heuristic,4,84,387,413.06493,False,25,"2,3,6-Trimethylheptane"
mw_heuristic,4,85,411,441.15,False,25,3-Methylnonane
mw_heuristic,4,86,302,469.05,True,26,Undecane
mw_heuristic,4,87,360,461.15,True,27,4-Methyldecane
mw_heuristic,4,88,419,462.35,True,28,2-Methyldecane
mw_heuristic,4,89,457,452.15,False,28,"2,5-Dimethylnonane"
mw_heuristic,4,90,458,452.15,False,28,"2,6-Dimethylnonane"
mw_heuristic,4,91,459,457.15,True,29,"3,7-Dimethylnonane"
mw_heuristic,4,92,503,452.15,False,29,"2,3,7-Trimethyloctane"
mw_heuristic,4,93,606,455.15,True,30,"4,5-Dimethylnonane"
mw_heuristic,4,94,627,465.15,True,31,3-Methyldecane
mw_heuristic,4,95,635,459.15,True,32,5-Methyldecane
mw_heuristic,4,96,676,453.15,True,33,"2,3,6-Trimethyloctane"
mw_heuristic,4,97,777,436.15,False,33,"2,2,6,6-Tetramethylheptane"
mw_heuristic,4,98,791,449.15,False,33,"2,2,4,4,5-Pentamethylhexane"
mw_heuristic,4,99,793,439.15,False,33,"2,2,5,5-Tetramethylheptane"
mw_heuristic,4,100,794,453.15,True,34,"3,3,5,5-Tetramethylheptane"
mw_heuristic,4,101,803,452.15,False,34,"2,2,3-Trimethyloctane"
mw_heuristic,4,102,804,450.15,False,34,"2,3,5-Trimethyloctane"
mw_heuristic,4,103,845,443.15834,False,34,"2,2,4-Trimethyloctane"
mw_heuristic,4,104,856,448.0,False,34,"2,3-Dimethylnonane"
mw_heuristic,4,105,904,447.15,False,34,"2,2,6-Trimethyloctane"
mw_heuristic,4,106,913,451.15,False,34,"2,4-Dimethylnonane"
mw_heuristic,4,107,914,456.46543,True,35,"4,4-Diethylheptane"
mw_heuristic,4,108,922,457.15,True,36,4-Ethylnonane
mw_heuristic,4,109,930,455.15,True,37,"3,3-Dimethylnonane"
mw_heuristic,4,110,932,461.15,True,38,3-Ethylnonane
mw_heuristic,4,111,934,455.15,True,39,"2,3,3-Trimethyloctane"
mw_heuristic,4,112,936,451.15,False,39,"2,5,6-Trimethyloctane"
mw_heuristic,4,113,937,447.15,False,39,"2,4,6-Trimethyloctane"
mw_heuristic,4,114,938,447.15,False,39,"2,2,3,5-Tetramethylheptane"
mw_heuristic,4,115,979,452.15,False,39,"2,3,4,5-Tetramethylheptane"
mw_heuristic,4,116,983,450.15,False,39,"3-Ethyl-2,4,5-trimethylhexane"
mw_heuristic,4,117,1097,456.15,True,40,"2,8-Dimethylnonane"
mw_heuristic,4,118,1113,454.15,True,41,"3,4,5-Trimethyloctane"
mw_heuristic,4,119,1114,459.15,True,42,"3-Ethyl-2,2,3,4-tetramethylpentane"
mw_heuristic,4,120,1115,462.15,True,43,"3,3-Diethyl-2,2-dimethylpentane"
mw_heuristic,4,121,1116,467.15,True,44,"2,2,3,3,4,4-Hexamethylpentane"
mw_heuristic,4,122,1119,458.15,True,45,"3,4-Dimethylnonane"
mw_heuristic,4,123,1127,447.15,False,45,4-Tert-butylheptane
mw_heuristic,4,124,1129,453.15,True,46,"2,3,4-Trimethyloctane"
mw_heuristic,4,125,1130,453.15,True,47,4-Ethyl-4-methyloctane
mw_heuristic,4,126,1131,443.15,False,47,"2,4,7-Trimethyloctane"
mw_heuristic,4,127,1132,454.15,True,48,"4-Ethyl-3,5-dimethylheptane"
mw_heuristic,4,128,1139,451.15,False,48,4-Isopropyloctane
mw_heuristic,4,129,1140,443.15,False,48,"3-Ethyl-2,2,5-trimethylhexane"
mw_heuristic,4,130,1143,442.15,False,48,"2,2,4,5-Tetramethylheptane"
mw_heuristic,4,131,129,490.15,False,48,Decylamine
mw_heuristic,4,132,149,460.15,True,49,Diisoamylamine
mw_heuristic,4,133,336,477.15,False,49,Dipentylamine
mw_heuristic,4,134,984,480.15,False,49,Methylnonylamine
mw_heuristic,4,135,1110,475.15,False,49,N-Ethyloctylamine
mw_heuristic,4,136,1144,447.15,False,49,"3,3,5-Trimethyloctane"
mw_heuristic,4,137,1145,443.15,False,49,"2,2,4,4-Tetramethylheptane"
mw_heuristic,4,138,1146,458.15,True,50,"3,4,4,5-Tetramethylheptane"
mw_heuristic,4,139,1147,448.15,False,50,"2,3,5,6-Tetramethylheptane"
mw_heuristic,4,140,1149,437.15,False,50,"2,4,4,6-Tetramethylheptane"
mw_heuristic,4,141,56,497.15,False,50,"3,7-Dimethyloctan-1-ol"
mw_heuristic,4,142,110,502.15,False,50,1-Decanol
mw_heuristic,4,143,301,484.18843,False,50,2-Decanol
mw_heuristic,4,144,338,487.15,False,50,4-Decanol
mw_heuristic,4,145,556,472.15,True,51,3-Ethyloctan-3-ol
mw_heuristic,4,146,1151,451.15,False,51,4-Methyl-4-propylheptane
mw_heuristic,4,147,1152,452.15,False,51,"3,4,6-Trimethyloctane"
mw_heuristic,4,148,1153,438.275,False,51,"2,2,3,5,5-Pentamethylhexane"
mw_heuristic,4,149,1157,450.15,False,51,"5,5-Dimethylnonane"
mw_heuristic,4,150,1162,441.15,False,51,"4-Ethyl-2,2-dimethylheptane"
greedy_gp,4,1,1172,454.15,True,1,"3,3,4,5-Tetramethylheptane"
greedy_gp,4,2,1171,452.8,False,1,"2,2,3,3-Tetramethylheptane"
greedy_gp,4,3,1210,450.15,False,1,3-Methyl-4-isopropylheptane
greedy_gp,4,4,759,479.15,False,1,"2,4-Hexanediol"
greedy_gp,4,5,902,391.2,False,1,5-Methyl-3-heptyne
greedy_gp,4,6,566,491.65,False,1,2-Butylhexanol
greedy_gp,4,7,100,431.65,False,1,2-Allyloxyethanol
greedy_gp,4,8,1217,477.15,False,1,4-Methyl-2-(2-methylpropyl)pentan-1-ol
greedy_gp,4,9,636,441.15,False,1,N-Heptylmethylamine
greedy_gp,4,10,1096,453.15,True,2,"2,7-Dimethylnonane"
greedy_gp,4,11,7,337.65,False,2,Methanol
greedy_gp,4,12,1062,547.62,False,2,trans-2-Undecen-1-ol
greedy_gp,4,13,626,557.0,False,2,"2,5,8,11-Tetraoxatridecan-13-ol"
greedy_gp,4,14,1061,524.74,False,2,2-Decen-1-ol
greedy_gp,4,15,15,355.36,False,2,Isopropyl Alcohol
greedy_gp,4,16,460,474.15,False,2,"2,2-Dimethyldecane"
greedy_gp,4,17,1245,469.15,True,3,"2,4,4,5,5-Pentamethylheptane"
greedy_gp,4,18,813,481.15,False,3,"3-Methyl-1,3-butanediol"
greedy_gp,4,19,920,483.15,False,3,"3,4-Dimethyl-3,4-diethyl-hexane"
greedy_gp,4,20,1200,432.40963,False,3,"3,4,4-Trimethylpentan-2-ol"
greedy_gp,4,21,1211,468.15,True,4,2-Ethyl-4-methylhexan-1-ol
greedy_gp,4,22,1199,468.15,True,5,"2,2,3,3,5,5-Hexamethylhexane"
greedy_gp,4,23,9,460.45,True,6,Propylene Glycol
greedy_gp,4,24,814,461.15,True,7,"R-1,2-Propanediol"
greedy_gp,4,25,669,465.4,True,8,4-Methyl-2-propylpentan-1-ol
greedy_gp,4,26,523,459.00627,True,9,"2,2,7,7-Tetramethyloctane"
greedy_gp,4,27,46,423.15,False,9,Triallylamine
greedy_gp,4,28,677,460.65,True,10,"2,2,4,4,6-Pentamethylheptane"
greedy_gp,4,29,217,440.15,False,10,"2,2-Diethoxyethanol"
greedy_gp,4,30,1183,457.0,True,11,"2,4,4,7-Tetramethyloctane"
greedy_gp,4,31,133,503.25,False,11,"2,2,4-Trimethyl-1,3-pentanediol"
greedy_gp,4,32,1229,469.15,True,12,"3,5-Dimethyl-4-propylheptane"
greedy_gp,4,33,1194,462.15,True,13,4-Isopropyl-4-heptanol
greedy_gp,4,34,1169,473.15,False,13,"4,4-Diethyloctane"
greedy_gp,4,35,832,474.15,False,13,"5,6-Dimethyldecane"
greedy_gp,4,36,149,460.15,True,14,Diisoamylamine
greedy_gp,4,37,1154,459.4,True,15,"2,4,5,7-Tetramethyloctane"
greedy_gp,4,38,734,462.0,True,16,"1,10-Undecadiene"
greedy_gp,4,39,699,465.45,True,17,5-Undecene
greedy_gp,4,40,769,453.22759,True,18,4-Methyl-4-octanol
greedy_gp,4,41,1223,463.15,True,19,"2,5,5-Trimethylnonane"
greedy_gp,4,42,1221,463.15,True,20,"2,6,6-Trimethylnonane"
greedy_gp,4,43,1164,464.15,True,21,"2,2,4-Trimethylnonane"
greedy_gp,4,44,1160,460.15,True,22,"4-Ethyl-2,2-dimethyloctane"
greedy_gp,4,45,499,473.15,False,22,"2,2,3-Trimethylnonane"
greedy_gp,4,46,792,455.15,True,23,"2,4,6-Trimethyl-4-heptanol"
greedy_gp,4,47,974,447.15,False,23,(S)-1-Octen-3-ol
greedy_gp,4,48,819,1167.92,False,23,Lycopene
greedy_gp,4,49,364,471.15,True,24,"1,1,4,7,7-Pentamethyldiethylenetriamine"
greedy_gp,4,50,559,469.15,True,25,1-Undecyne
greedy_gp,4,51,1115,462.15,True,26,"3,3-Diethyl-2,2-dimethylpentane"
greedy_gp,4,52,981,453.15,True,27,3-Methyl-4-octanol
greedy_gp,4,53,1133,464.89743,True,28,"2,2,3,4-Tetramethylhexan-3-ol"
greedy_gp,4,54,1236,466.15,True,29,"2,2,3,3,6-Pentamethylheptane"
greedy_gp,4,55,563,351.65,False,29,n-Methyloctan-1-amine
greedy_gp,4,56,1240,459.15,True,30,"2,2,5,5,6-Pentamethylheptane"
greedy_gp,4,57,438,451.15,False,30,"2,2,4,6,6-Pentamethylheptane"
greedy_gp,4,58,1,455.15,True,31,"2,3-Butanediol"
greedy_gp,4,59,807,456.65,True,32,"meso-2,3-Butanediol"
greedy_gp,4,60,810,350.5,False,32,"(R,R)-2,3-butanediol"
greedy_gp,4,61,1174,455.9,True,33,"2,2,6,6-Tetramethyloctane"
greedy_gp,4,62,932,461.15,True,34,3-Ethylnonane
greedy_gp,4,63,825,463.85,True,35,2-Methyl-1-decene
greedy_gp,4,64,635,459.15,True,36,5-Methyldecane
greedy_gp,4,65,360,461.15,True,37,4-Methyldecane
greedy_gp,4,66,922,457.15,True,38,4-Ethylnonane
greedy_gp,4,67,30,447.15,False,38,Pinacol
greedy_gp,4,68,267,473.15,False,38,"2-Methyl-1,3-butanediol"
greedy_gp,4,69,1241,457.15,True,39,"2,2,5,5-Tetramethyloctane"
greedy_gp,4,70,918,472.15,True,40,"3,4,5,6-Tetramethyloctane"
greedy_gp,4,71,658,454.65,True,41,2-Methyl-3-octanol
greedy_gp,4,72,795,462.9,True,42,"3,3,6,6-Tetramethyloctane"
greedy_gp,4,73,229,491.15,False,42,"2,4-Pentanediol"
greedy_gp,4,74,1102,491.15,False,42,"(R*,S*)-Pentane-2,4-diol"
greedy_gp,4,75,129,490.15,False,42,Decylamine
greedy_gp,4,76,170,469.1,True,43,"1,2-Butanediol"
greedy_gp,4,77,558,494.15,False,43,"2-Methyl-1,3-propanediol"
greedy_gp,4,78,903,458.15,True,44,2-(Pentyloxy)ethanol
greedy_gp,4,79,1150,463.0,True,45,"2,5,8-Trimethylnonane"
greedy_gp,4,80,1141,458.15,True,46,4-Tert-butyl-2-methylheptane
greedy_gp,4,81,597,370.15,False,46,3-Octyn-1-ol
greedy_gp,4,82,765,483.82,False,46,2-Octyn-1-ol
greedy_gp,4,83,627,465.15,True,47,3-Methyldecane
greedy_gp,4,84,935,469.15,True,48,"3-Ethyl-2,7-dimethyloctane"
greedy_gp,4,85,919,473.15,False,48,"3,4,7-Trimethylnonane"
greedy_gp,4,86,477,480.15,False,48,Neopentyl glycol
greedy_gp,4,87,419,462.35,True,49,2-Methyldecane
greedy_gp,4,88,8,467.85,True,50,1-Octanol
greedy_gp,4,89,683,376.4,False,50,Non-3-yn-1-ol
greedy_gp,4,90,914,456.46543,True,51,"4,4-Diethylheptane"
greedy_gp,4,91,533,452.15,False,51,4-Ethyl-4-heptanol
greedy_gp,4,92,645,539.24,False,51,"2,4-Hexadiyne-1,6-diol"
greedy_gp,4,93,1166,459.9,True,52,"3,3-Diethylheptane"
greedy_gp,4,94,409,462.15,True,53,3-Methyl-3-octanol
greedy_gp,4,95,1151,451.15,False,53,4-Methyl-4-propylheptane
greedy_gp,4,96,767,483.16,False,53,4-Dodecyne
greedy_gp,4,97,727,492.55,False,53,3-Dodecyne
greedy_gp,4,98,755,483.16,False,53,5-Dodecyne
greedy_gp,4,99,728,486.15,False,53,6-Dodecyne
greedy_gp,4,100,694,499.15,False,53,2-Dodecyne
greedy_gp,4,101,754,482.28,False,53,"2,9-Dimethyl-5-decyne"
greedy_gp,4,102,787,473.15,False,53,3-Undecyne
greedy_gp,4,103,788,471.65,True,54,4-Undecyne
greedy_gp,4,104,712,471.09534,True,55,5-Undecyne
greedy_gp,4,105,786,479.15,False,55,2-Undecyne
greedy_gp,4,106,553,507.15,False,55,"N,N-Dimethyldecylamine"
greedy_gp,4,107,587,357.15,False,55,Tris(2-methylallyl)amine
greedy_gp,4,108,1204,479.15,False,55,"3,3-Diethyl-2,2,4-trimethylpentane"
greedy_gp,4,109,1137,470.15,True,56,"3-Ethyl-2,6-dimethyloctane"
greedy_gp,4,110,1138,463.15,True,57,"4-Ethyl-2,6-dimethyloctane"
greedy_gp,4,111,325,447.25,False,57,Decane
greedy_gp,4,112,140,373.65,False,57,Octamylamine
greedy_gp,4,113,0,470.65,True,58,Ethylene Glycol
greedy_gp,4,114,696,455.44,True,59,Undec-4-ene
greedy_gp,4,115,1021,466.15,True,60,(E)-4-Undecene
greedy_gp,4,116,1116,467.15,True,61,"2,2,3,3,4,4-Hexamethylpentane"
greedy_gp,4,117,967,502.15,False,61,Nerol
greedy_gp,4,118,365,529.36,False,61,"3-Hexyne-2,5-diol"
greedy_gp,4,119,1222,457.75,True,62,"2,6-Dimethyl-4-propylheptane"
greedy_gp,4,120,1205,473.15,False,62,"3,3-Diethyl-2,4-dimethylhexane"
greedy_gp,4,121,19,184.55,False,62,Ethane
greedy_gp,4,122,916,472.15,True,63,"3,6-Dimethyl-3-ethyl-octane"
greedy_gp,4,123,131,493.15,False,63,Bis(hexamethylene)triamine
greedy_gp,4,124,1187,464.15,True,64,4-Tert-butyloctane
greedy_gp,4,125,1220,463.15,True,65,"2,5-Dimethyl-4-propylheptane"
greedy_gp,4,126,206,309.65,False,65,"N,N-Dimethylethylamine"
greedy_gp,4,127,588,353.15,False,65,"N,N-Dimethylisobutylamine"
greedy_gp,4,128,128,380.65,False,65,Dipropylamine
greedy_gp,4,129,679,390.15,False,65,N-Methylpentylamine
greedy_gp,4,130,550,366.4,False,65,"N,N-Dimethyl-2-butanamine"
greedy_gp,4,131,363,453.15,True,66,Didodecylamine
greedy_gp,4,132,817,384.15,False,66,"1,6-Heptadiyne"
greedy_gp,4,133,1022,478.54,False,66,3-Octen-2-OL
greedy_gp,4,134,960,437.38,False,66,"2,4-Hexadien-1-OL"
greedy_gp,4,135,481,431.55,False,66,"4-Methylhepta-1,6-dien-4-ol"
greedy_gp,4,136,43,368.15,False,66,Triethylborane
greedy_gp,4,137,1074,460.26,True,67,"Hepta-2,4-dien-1-ol"
greedy_gp,4,138,1105,468.15,True,68,"2,3,4,5,6-Pentamethylheptane"
greedy_gp,4,139,99,479.65,False,68,Diethylenetriamine
greedy_gp,4,140,410,481.65,False,68,"1,11-Dodecadiene"
greedy_gp,4,141,1232,467.8,True,69,"3,4,5,5-Tetramethylhexan-3-ol"
greedy_gp,4,142,1249,460.65,True,70,"2,2,4,4-Tetramethyl-3-hexanol"
greedy_gp,4,143,1114,459.15,True,71,"3-Ethyl-2,2,3,4-tetramethylpentane"
greedy_gp,4,144,1206,462.15,True,72,"3,3-Diethyl-2,4-dimethylpentane"
greedy_gp,4,145,1136,464.15,True,73,"4-Ethyl-2,4-dimethyloctane"
greedy_gp,4,146,1070,448.15,False,73,2-Octen-4-ol
greedy_gp,4,147,1168,473.15,False,73,"3-Ethyl-3,4-dimethyloctane"
greedy_gp,4,148,1203,460.15,True,74,"2,3,3,4,4-Pentamethylhexane"
greedy_gp,4,149,1233,452.15,False,74,3-Methyl-4-propylheptane
greedy_gp,4,150,1218,462.15,True,75,"2,4-Dimethyl-4-propylheptane"
prob_in_spec,4,1,1172,454.15,True,1,"3,3,4,5-Tetramethylheptane"
prob_in_spec,4,2,1171,452.8,False,1,"2,2,3,3-Tetramethylheptane"
prob_in_spec,4,3,1210,450.15,False,1,3-Methyl-4-isopropylheptane
prob_in_spec,4,4,759,479.15,False,1,"2,4-Hexanediol"
prob_in_spec,4,5,902,391.2,False,1,5-Methyl-3-heptyne
prob_in_spec,4,6,566,491.65,False,1,2-Butylhexanol
prob_in_spec,4,7,100,431.65,False,1,2-Allyloxyethanol
prob_in_spec,4,8,1217,477.15,False,1,4-Methyl-2-(2-methylpropyl)pentan-1-ol
prob_in_spec,4,9,636,441.15,False,1,N-Heptylmethylamine
prob_in_spec,4,10,1096,453.15,True,2,"2,7-Dimethylnonane"
prob_in_spec,4,11,815,492.15,False,2,5-Butylnonane
prob_in_spec,4,12,1244,555.15,False,2,"2,3-Dimethyltetradecane"
prob_in_spec,4,13,361,539.5,False,2,3-Methylpentadecane
prob_in_spec,4,14,634,571.15,False,2,3-Methylhexadecane
prob_in_spec,4,15,641,586.15,False,2,3-Methylheptadecane
prob_in_spec,4,16,379,466.15,True,3,"3,5,5-Trimethyl-1-hexanol"
prob_in_spec,4,17,1108,447.15,False,3,"2,2-Dimethyl-4-heptanol"
prob_in_spec,4,18,319,446.15,False,3,"3,6-Dimethyl-3-heptanol"
prob_in_spec,4,19,467,448.15,False,3,"2,6-Dimethyl-3-heptanol"
prob_in_spec,4,20,594,443.15,False,3,"2,6-Dimethyl-2-heptanol"
prob_in_spec,4,21,412,465.65,True,4,4-Nonanol
prob_in_spec,4,22,864,479.15,False,4,6-Methyloctan-1-ol
prob_in_spec,4,23,221,467.9,True,5,3-Nonanol
prob_in_spec,4,24,351,479.15,False,5,Isononyl alcohol
prob_in_spec,4,25,239,466.65,True,6,2-Nonanol
prob_in_spec,4,26,658,454.65,True,7,2-Methyl-3-octanol
prob_in_spec,4,27,669,465.4,True,8,4-Methyl-2-propylpentan-1-ol
