strategy,seed,experiment,row,boiling_point,in_spec,hits,cmpdname
greedy_gp,11,79,139,469.65,True,53,"3-Butene-1,2-diol"
greedy_gp,11,80,1,455.15,True,54,"2,3-Butanediol"
greedy_gp,11,81,668,514.75,False,54,"3,7-Dimethylocta-1,5,7-trien-3-ol"
greedy_gp,11,82,1072,514.75,False,54,Hotrienol
greedy_gp,11,83,530,450.15,False,54,"2-Methylpropane-1,2-diol"
greedy_gp,11,84,647,448.15,False,54,"2-Methylbutane-2,3-diol"
greedy_gp,11,85,1203,460.15,True,55,"2,3,3,4,4-Pentamethylhexane"
greedy_gp,11,86,477,480.15,False,55,Neopentyl glycol
greedy_gp,11,87,108,533.15,False,55,"N,N-Dimethyldodecylamine"
greedy_gp,11,88,0,470.65,True,56,Ethylene Glycol
greedy_gp,11,89,54,505.15,False,56,"N,N-Bis(3-aminopropyl)methylamine"
greedy_gp,11,90,278,465.85,True,57,1-Undecene
greedy_gp,11,91,42,438.2,False,57,"N,N,N',N'-Tetramethyl-1,3-butanediamine"
greedy_gp,11,92,99,479.65,False,57,Diethylenetriamine
greedy_gp,11,93,91,417.15,False,57,"N,N,N',N'-Tetramethyl-1,3-propanediamine"
greedy_gp,11,94,30,447.15,False,57,Pinacol
greedy_gp,11,95,997,460.44,True,58,"(E,E,Z)-Undeca-1,3,5,8-tetraene"
greedy_gp,11,96,531,252.95,False,58,Trimethylborane
greedy_gp,11,97,563,351.65,False,58,n-Methyloctan-1-amine
greedy_gp,11,98,499,473.15,False,58,"2,2,3-Trimethylnonane"
greedy_gp,11,99,1230,469.15,True,59,"3,3-Dimethyl-4-propylheptane"
greedy_gp,11,100,921,470.15,True,60,"3-Methyl, 3,5-diethyl, heptane"
greedy_gp,11,101,529,465.15,True,61,"N,N,N',N'-Tetraethylethylenediamine"
greedy_gp,11,102,807,456.65,True,62,"meso-2,3-Butanediol"
greedy_gp,11,103,810,350.5,False,62,"(R,R)-2,3-butanediol"
greedy_gp,11,104,818,453.65,True,63,"(2S,3S)-butane-2,3-diol"
greedy_gp,11,105,481,431.55,False,63,"4-Methylhepta-1,6-dien-4-ol"
greedy_gp,11,106,677,460.65,True,64,"2,2,4,4,6-Pentamethylheptane"
greedy_gp,11,107,131,493.15,False,64,Bis(hexamethylene)triamine
greedy_gp,11,108,916,472.15,True,65,"3,6-Dimethyl-3-ethyl-octane"
greedy_gp,11,109,813,481.15,False,65,"3-Methyl-1,3-butanediol"
greedy_gp,11,110,577,326.45,False,65,N-Methylisopropylamine
greedy_gp,11,111,1109,471.15,True,66,"N,N-Diethylheptylamine"
greedy_gp,11,112,1241,457.15,True,67,"2,2,5,5-Tetramethyloctane"
greedy_gp,11,113,140,373.65,False,67,Octamylamine
greedy_gp,11,114,918,472.15,True,68,"3,4,5,6-Tetramethyloctane"
greedy_gp,11,115,712,471.09534,True,69,5-Undecyne
greedy_gp,11,116,564,620.15,False,69,N-Methyloctadecylamine
greedy_gp,11,117,438,451.15,False,69,"2,2,4,6,6-Pentamethylheptane"
greedy_gp,11,118,903,458.15,True,70,2-(Pentyloxy)ethanol
greedy_gp,11,119,1168,473.15,False,70,"3-Ethyl-3,4-dimethyloctane"
greedy_gp,11,120,460,474.15,False,70,"2,2-Dimethyldecane"
greedy_gp,11,121,754,482.28,False,70,"2,9-Dimethyl-5-decyne"
greedy_gp,11,122,1211,468.15,True,71,2-Ethyl-4-methylhexan-1-ol
greedy_gp,11,123,669,465.4,True,72,4-Methyl-2-propylpentan-1-ol
greedy_gp,11,124,685,397.65,False,72,Butylisopropylamine
greedy_gp,11,125,865,397.15,False,72,2-Methyl-n-propyl-1-propanamine
greedy_gp,11,126,1150,463.0,True,73,"2,5,8-Trimethylnonane"
greedy_gp,11,127,935,469.15,True,74,"3-Ethyl-2,7-dimethyloctane"
greedy_gp,11,128,919,473.15,False,74,"3,4,7-Trimethylnonane"
greedy_gp,11,129,1137,470.15,True,75,"3-Ethyl-2,6-dimethyloctane"
greedy_gp,11,130,1228,471.15,True,76,"3,4-Dimethyl-4-propylheptane"
greedy_gp,11,131,787,473.15,False,76,3-Undecyne
greedy_gp,11,132,788,471.65,True,77,4-Undecyne
greedy_gp,11,133,940,488.15,False,77,"N,N-Dimethylnonylamine"
greedy_gp,11,134,412,465.65,True,78,4-Nonanol
greedy_gp,11,135,409,462.15,True,79,3-Methyl-3-octanol
greedy_gp,11,136,565,539.15,False,79,Diheptylamine
greedy_gp,11,137,276,447.15,False,79,1-Decyne
greedy_gp,11,138,1207,476.15,False,79,"3,3-Diethyl-2-methylheptane"
greedy_gp,11,139,769,453.22759,True,80,4-Methyl-4-octanol
greedy_gp,11,140,1243,467.15,True,81,"2,3-Dimethyl-4-propylheptane"
greedy_gp,11,141,920,483.15,False,81,"3,4-Dimethyl-3,4-diethyl-hexane"
greedy_gp,11,142,1205,473.15,False,81,"3,3-Diethyl-2,4-dimethylhexane"
greedy_gp,11,143,1204,479.15,False,81,"3,3-Diethyl-2,2,4-trimethylpentane"
greedy_gp,11,144,615,484.75,False,81,2-Methyl-1-undecene
greedy_gp,11,145,1133,464.89743,True,82,"2,2,3,4-Tetramethylhexan-3-ol"
greedy_gp,11,146,1232,467.8,True,83,"3,4,5,5-Tetramethylhexan-3-ol"
greedy_gp,11,147,1249,460.65,True,84,"2,2,4,4-Tetramethyl-3-hexanol"
greedy_gp,11,148,864,479.15,False,84,6-Methyloctan-1-ol
greedy_gp,11,149,221,467.9,True,85,3-Nonanol
greedy_gp,11,150,351,479.15,False,85,Isononyl alcohol
prob_in_spec,11,1,35,341.95,False,0,Isobutylamine
prob_in_spec,11,2,159,304.25,False,0,2-Methyl-1-butene
prob_in_spec,11,3,991,355.55,False,0,"(2Z,4Z)-2,4-Hexadiene"
prob_in_spec,11,4,750,523.15,False,0,2-Methyl-1-tridecene
prob_in_spec,11,5,888,428.93767,False,0,"2,3,4,5-Tetramethylhexane"
prob_in_spec,11,6,621,465.15,True,1,"4,7-Dimethyloctan-4-ol"
prob_in_spec,11,7,166,386.55,False,1,"2,3,4-Trimethylpentane"
prob_in_spec,11,8,185,363.15,False,1,2-Methylhexane
prob_in_spec,11,9,606,455.15,True,2,"4,5-Dimethylnonane"
prob_in_spec,11,10,735,439.15,False,2,"2,2,4,4-Tetramethylpentan-3-ol"
prob_in_spec,11,11,792,455.15,True,3,"2,4,6-Trimethyl-4-heptanol"
prob_in_spec,11,12,1217,477.15,False,3,4-Methyl-2-(2-methylpropyl)pentan-1-ol
prob_in_spec,11,13,650,484.15,False,3,Tetrahydrolavandulol
prob_in_spec,11,14,556,472.15,True,4,3-Ethyloctan-3-ol
prob_in_spec,11,15,710,467.14283,True,5,4-Propyl-4-heptanol
prob_in_spec,11,16,1119,458.15,True,6,"3,4-Dimethylnonane"
prob_in_spec,11,17,1188,455.15,True,7,3-Ethyl-6-methyloctane
prob_in_spec,11,18,1170,455.15,True,8,"3,6-Dimethylnonane"
prob_in_spec,11,19,459,457.15,True,9,"3,7-Dimethylnonane"
prob_in_spec,11,20,856,448.0,False,9,"2,3-Dimethylnonane"
prob_in_spec,11,21,932,461.15,True,10,3-Ethylnonane
prob_in_spec,11,22,922,457.15,True,11,4-Ethylnonane
prob_in_spec,11,23,635,459.15,True,12,5-Methyldecane
prob_in_spec,11,24,360,461.15,True,13,4-Methyldecane
prob_in_spec,11,25,627,465.15,True,14,3-Methyldecane
prob_in_spec,11,26,419,462.35,True,15,2-Methyldecane
prob_in_spec,11,27,1194,462.15,True,16,4-Isopropyl-4-heptanol
prob_in_spec,11,28,468,452.15,False,16,"3,5-Dimethyl-4-heptanol"
prob_in_spec,11,29,467,448.15,False,16,"2,6-Dimethyl-3-heptanol"
prob_in_spec,11,30,658,454.65,True,17,2-Methyl-3-octanol
prob_in_spec,11,31,864,479.15,False,17,6-Methyloctan-1-ol
prob_in_spec,11,32,351,479.15,False,17,Isononyl alcohol
prob_in_spec,11,33,221,467.9,True,18,3-Nonanol
prob_in_spec,11,34,412,465.65,True,19,4-Nonanol
prob_in_spec,11,35,239,466.65,True,20,2-Nonanol
prob_in_spec,11,36,669,465.4,True,21,4-Methyl-2-propylpentan-1-ol
prob_in_spec,11,37,1211,468.15,True,22,2-Ethyl-4-methylhexan-1-ol
prob_in_spec,11,38,981,453.15,True,23,3-Methyl-4-octanol
prob_in_spec,11,39,1223,463.15,True,24,"2,5,5-Trimethylnonane"
prob_in_spec,11,40,1221,463.15,True,25,"2,6,6-Trimethylnonane"
prob_in_spec,11,41,1160,460.15,True,26,"4-Ethyl-2,2-dimethyloctane"
prob_in_spec,11,42,1164,464.15,True,27,"2,2,4-Trimethylnonane"
prob_in_spec,11,43,499,473.15,False,27,"2,2,3-Trimethylnonane"
prob_in_spec,11,44,916,472.15,True,28,"3,6-Dimethyl-3-ethyl-octane"
prob_in_spec,11,45,1136,464.15,True,29,"4-Ethyl-2,4-dimethyloctane"
prob_in_spec,11,46,1183,457.0,True,30,"2,4,4,7-Tetramethyloctane"
prob_in_spec,11,47,1141,458.15,True,31,4-Tert-butyl-2-methylheptane
prob_in_spec,11,48,1218,462.15,True,32,"2,4-Dimethyl-4-propylheptane"
prob_in_spec,11,49,1187,464.15,True,33,4-Tert-butyloctane
prob_in_spec,11,50,1230,469.15,True,34,"3,3-Dimethyl-4-propylheptane"
prob_in_spec,11,51,921,470.15,True,35,"3-Methyl, 3,5-diethyl, heptane"
prob_in_spec,11,52,1228,471.15,True,36,"3,4-Dimethyl-4-propylheptane"
prob_in_spec,11,53,1205,473.15,False,36,"3,3-Diethyl-2,4-dimethylhexane"
prob_in_spec,11,54,920,483.15,False,36,"3,4-Dimethyl-3,4-diethyl-hexane"
prob_in_spec,11,55,1105,468.15,True,37,"2,3,4,5,6-Pentamethylheptane"
prob_in_spec,11,56,1154,459.4,True,38,"2,4,5,7-Tetramethyloctane"
prob_in_spec,11,57,1222,457.75,True,39,"2,6-Dimethyl-4-propylheptane"
prob_in_spec,11,58,795,462.9,True,40,"3,3,6,6-Tetramethyloctane"
prob_in_spec,11,59,1236,466.15,True,41,"2,2,3,3,6-Pentamethylheptane"
prob_in_spec,11,60,1206,462.15,True,42,"3,3-Diethyl-2,4-dimethylpentane"
prob_in_spec,11,61,1220,463.15,True,43,"2,5-Dimethyl-4-propylheptane"
prob_in_spec,11,62,1138,463.15,True,44,"4-Ethyl-2,6-dimethyloctane"
prob_in_spec,11,63,1240,459.15,True,45,"2,2,5,5,6-Pentamethylheptane"
prob_in_spec,11,64,1243,467.15,True,46,"2,3-Dimethyl-4-propylheptane"
prob_in_spec,11,65,1115,462.15,True,47,"3,3-Diethyl-2,2-dimethylpentane"
prob_in_spec,11,66,1203,460.15,True,48,"2,3,3,4,4-Pentamethylhexane"
prob_in_spec,11,67,1114,459.15,True,49,"3-Ethyl-2,2,3,4-tetramethylpentane"
prob_in_spec,11,68,1150,463.0,True,50,"2,5,8-Trimethylnonane"
prob_in_spec,11,69,1174,455.9,True,51,"2,2,6,6-Tetramethyloctane"
prob_in_spec,11,70,1199,468.15,True,52,"2,2,3,3,5,5-Hexamethylhexane"
prob_in_spec,11,71,774,475.15,False,52,5-Methyl-5-nonanol
prob_in_spec,11,72,1229,469.15,True,53,"3,5-Dimethyl-4-propylheptane"
prob_in_spec,11,73,1116,467.15,True,54,"2,2,3,3,4,4-Hexamethylpentane"
prob_in_spec,11,74,1177,457.15,True,55,"2,2,3,3,4-Pentamethylhexane"
prob_in_spec,11,75,1196,459.15,True,56,"3,4-Diethyl-3-methylhexane"
prob_in_spec,11,76,1208,459.15,True,57,"3,3-Diethyl-2-methylhexane"
prob_in_spec,11,77,1166,459.9,True,58,"3,3-Diethylheptane"
prob_in_spec,11,78,935,469.15,True,59,"3-Ethyl-2,7-dimethyloctane"
prob_in_spec,11,79,914,456.46543,True,60,"4,4-Diethylheptane"
prob_in_spec,11,80,1227,457.15,True,61,"3,3,4,4-Tetramethylheptane"
prob_in_spec,11,81,1226,462.0,True,62,2-Methyl-5-propyloctane
prob_in_spec,11,82,1137,470.15,True,63,"3-Ethyl-2,6-dimethyloctane"
prob_in_spec,11,83,1245,469.15,True,64,"2,4,4,5,5-Pentamethylheptane"
prob_in_spec,11,84,1146,458.15,True,65,"3,4,4,5-Tetramethylheptane"
prob_in_spec,11,85,918,472.15,True,66,"3,4,5,6-Tetramethyloctane"
prob_in_spec,11,86,831,466.15,True,67,"4,5-Diethyloctane"
prob_in_spec,11,87,1190,470.15,True,68,"3,5-Diethyloctane"
prob_in_spec,11,88,1112,470.15,True,69,"5,5-Dimethyldecane"
prob_in_spec,11,89,1156,471.15,True,70,5-Ethyl-5-methylnonane
prob_in_spec,11,90,924,471.15,True,71,"4,6-Dimethyldecane"
prob_in_spec,11,91,830,472.15,True,72,4-Ethyl-5-methylnonane
